"SPCD","DIVISION","STDORGCD","equation","alpha","beta"
531,,,6,2.494495915864,0.913126837204
540,"230",,6,2.23283283604,0.770722081731
540,"M220",,6,2.52450132754,0.902547107698
540,,,6,2.303627822318,0.798143911248
541,"210",,6,2.534872394883,0.920979893749
541,"220",,6,2.358973908636,0.939682919733
541,"M210",,6,2.34785431737,0.930532464395
541,"M220",,6,2.704922380747,0.958325480221
541,,,6,2.502927873541,0.923146424878
543,"210",,6,2.351322109657,0.871902192964
543,,,6,2.324573753037,0.870445647483
544,"230",,6,2.611801109238,0.815508532363
544,,,6,2.536592701698,0.828992212175
552,,,6,2.719455809484,0.888504638463
555,"230",,6,2.230151202656,0.797900298149
555,,,6,2.230151202656,0.797900298149
591,"230",,6,2.532610928483,0.922871506399
591,,,6,2.532610928483,0.922871506399
601,,,6,2.43335311022,0.888504638463
602,"M220",,6,2.567283632962,0.925480830752
602,,,6,2.542444070602,0.920851589812
611,"230",,6,2.323892652568,0.824920601175
611,,,6,2.324113835506,0.825542603147
621,"220",,6,2.46789773287,0.927756391993
621,"230",,6,2.361826295056,0.870113287979
621,"M220",,6,2.449374884136,0.936332073345
621,,,6,2.396920709073,0.896439711403
651,,,6,2.321618485388,0.918620278535
652,,,6,2.451630006065,0.888504638463
653,"230",,6,2.204032628733,0.752858646026
653,,,6,2.204032628733,0.752858646026
680,,,6,2.825197632825,0.888504638463
691,"230",,6,2.404213896812,0.615968221359
691,,,6,2.404213896812,0.615968221359
693,"220",,6,2.415370233542,0.874096225867
693,"230",,6,2.341209505558,0.816284410285
693,"M220",,6,2.376451684222,0.890813445042
693,,,6,2.353592743834,0.853087950186
694,"230",,6,2.169745542213,0.67370225785
694,,,6,2.169745542213,0.67370225785
701,,,6,2.545581731472,0.888504638463
711,,,6,2.450170802175,0.888504638463
731,"230",,6,2.331815670516,0.834079681461
731,,,6,2.362913871423,0.835951015936
740,"130",,6,2.262400470039,0.861862234096
740,"M330",,6,2.134997933605,0.989094810381
740,,,6,2.260851006398,0.933906049051
741,"130",,6,2.359778461673,0.937841202357
741,"210",,6,2.335611564807,0.909794166637
741,,,6,2.345614357452,0.927748014569
742,"250",,6,2.54364373361,0.930001088027
742,,,6,2.578279981434,0.934225898492
743,"130",,6,2.360008699664,0.993351855337
743,"210",,6,2.308077026723,0.964816415092
743,"220",,6,2.269462869179,0.957380292426
743,,,6,2.309146948765,0.967273239556
746,"130",,6,2.266696263124,0.976702256599
746,"210",,6,2.288370653439,0.952923413875
746,"220",,6,2.250426187923,0.944313531159
746,"M130",,6,2.415607505743,0.95844211148
746,"M210",,6,2.391103756901,0.953716373079
746,"M240",,6,2.252787489379,0.922361153289
746,"M330",,6,2.345538915874,0.944052646984
746,,,6,2.279546171139,0.963306589163
747,"130",,6,2.168132593005,0.940856812067
747,"M130",,6,2.219796142223,0.945163197923
747,"M210",,6,2.233389439326,0.951841965534
747,"M330",,6,2.256325218806,0.974986931427
747,,,6,2.21247961953,0.947457594201
762,"210",,6,2.436853553122,0.948552134271
762,"230",,6,2.550356617119,0.90569083097
762,"M220",,6,2.432794379099,0.933485809458
762,,,6,2.462770104421,0.931225353437
800,"230",,6,2.510517144594,0.868659559376
800,,,6,2.510517144594,0.868659559376
802,"210",,6,2.556578777189,0.896595919449
802,"220",,6,2.457159616438,0.8567969707
802,"230",,6,2.414249215058,0.808543059449
802,"250",,6,2.531967640895,0.858140111746
802,"M220",,6,2.466800456074,0.842271677308
802,"M230",,6,2.522800077386,0.903063514879
802,,,6,2.44333347771,0.828682633191
804,,,6,2.640979370482,0.892221069952
806,"220",,6,2.415295925527,0.888001994842
806,"230",,6,2.42579582199,0.826918608866
806,"M220",,6,2.436301097785,0.85896567445
806,,,6,2.432151013242,0.851831705939
809,"220",,6,2.785850159858,0.935943482749
809,,,6,2.720885276269,0.926890853094
812,"230",,6,2.437117422665,0.820907695935
812,,,6,2.436359098168,0.823837233037
813,"230",,6,2.339480589396,0.806499572756
813,,,6,2.342617425478,0.807473177017
817,,,6,2.586128678291,0.892221069952
820,"230",,6,2.415032525333,0.794904347899
820,,,6,2.415180014859,0.794956034978
822,"230",,6,2.580999407249,0.867361845833
822,,,6,2.580999407249,0.867361845833
823,,,6,2.724465346821,0.871353887176
825,"230",,6,2.332663482109,0.747187788982
825,,,6,2.339443707024,0.749343041134
826,,,6,2.614989351001,0.892221069952
827,"230",,6,2.445279353948,0.836534842806
827,,,6,2.445279353948,0.836534842806
828,"230",,6,2.599518942677,0.861764540831
828,,,6,2.599518942677,0.861764540831
830,,,6,2.579290026258,0.892221069952
831,"230",,6,2.519309008113,0.83133795638
831,,,6,2.516565241666,0.830933802028
832,"220",,6,2.437200055504,0.911308204927
832,"230",,6,2.509020413411,0.894663316526
832,"M220",,6,2.48322674214,0.908869809409
832,,,6,2.486127329875,0.905436969101
833,"210",,6,2.419270952697,0.903744236719
833,"220",,6,2.503942217004,0.893884575264
833,"230",,6,2.302462842372,0.804387666516
833,"M220",,6,2.504092667483,0.883791923524
833,,,6,2.449494049055,0.877155589439
834,,,6,2.676785355712,0.892221069952
835,"220",,6,2.608349864592,0.911508570074
835,"230",,6,2.495884846912,0.840268836482
835,,,6,2.518264477242,0.854526071925
837,"210",,6,2.420837014524,0.901863467812
837,"220",,6,2.478179363787,0.891071698297
837,"230",,6,2.422751954013,0.820998126509
837,"250",,6,2.585766180527,0.899170843261
837,"M210",,6,2.275429243994,0.914182757188
837,"M220",,6,2.48452207311,0.869215947296
837,,,6,2.45857743629,0.865347353265
838,"230",,6,2.758465192625,0.846155932934
838,,,6,2.758465192625,0.846155932934
901,"M220",,6,2.551503738644,0.91184836034
901,,,6,2.552865156272,0.906635296836
920,,,6,2.457246384026,0.971787751506
922,,,6,2.596304762705,0.971787751506
931,,,6,2.187985554409,0.888504638463
950,"210",,6,1.921392882059,0.81731502871
950,"M220",,6,2.40946251521,0.94317893474
950,,,6,2.104839163176,0.857144405117
951,"210",,6,2.320481221298,0.945148733124
951,"220",,6,2.392283335234,0.907229838242
951,,,6,2.328357673877,0.930258630187
970,"230",,6,2.530510252757,0.841935662182
970,,,6,2.536892041017,0.844326902932
971,,,6,2.531151276231,0.888504638463
972,"210",,6,2.830244060367,0.88143352747
972,,,6,2.795363689924,0.882519013944
975,,,6,2.482420841279,0.888504638463
999,"230",,6,2.551098290928,0.841396998982
999,"M220",,6,2.387842316868,0.864428915254
999,,,6,2.458676278199,0.850010949488
