"SPCD","DIVISION","STDORGCD","equation","a","a0","a1","b","b0","b1","b2","c","c1"
691,"230",,1,0.194805944122,,,1.939361634003,,,,0.768261299956,
691,,,1,0.194805944122,,,1.939361634003,,,,0.768261299956,
693,,,1,0.359289578385,,,2.113238225199,,,,0.610643492497,
694,"230",,1,0.960248320774,,,2.412438666489,,,,0.177228972807,
694,,,1,0.960248320774,,,2.412438666489,,,,0.177228972807,
711,,,1,0.359289578385,,,2.07168920829,,,,0.610643492497,
731,,,1,0.359289578385,,,2.083871933044,,,,0.610643492497,
740,"230",,1,0.099825152642,,,2.032553583753,,,,0.898045230696,
740,,,1,0.337387708356,,,2.148198160825,,,,0.562160259579,
741,"210",,1,0.063679543555,,,2.04492263325,,,,1.029077253833,
741,,,1,0.063679543555,,,2.04492263325,,,,1.029077253833,
742,,,1,0.183406634634,,,1.980557158045,,,,0.776309007599,
743,"210",,1,0.446369541061,,,2.307513916153,,,,0.440759181252,
743,,,1,0.446369541061,,,2.307513916153,,,,0.440759181252,
746,"210",,1,0.219583282757,,,2.152173347967,,,,0.702499308293,
746,"M330",,1,0.148096171007,,,1.960083604725,,,,0.877910538978,
746,,,1,0.077568866675,,,2.007078760137,,,,1.018290331585,
762,"210",,1,0.092316099907,,,1.819131810728,,,,1.137453640085,
762,,,1,0.198661401197,,,1.998036006777,,,,0.84725642098,
802,"210",,2,,0.185615748086,,,1.909923378664,1.86788197455,,0.93717079137,
802,"220",,2,,0.260621542521,,,1.688525159758,2.401181762168,,0.962303387369,
802,"230",,2,,0.165274988964,,,2.001535823803,2.30555960505,,0.922473495438,
802,"M220",,2,,0.024470323124,,,1.93799905037,1.886819489967,,1.403264431619,
802,,,2,,0.050815817132,,,1.901310248204,1.959335919384,,1.26498230037,
806,"M220",,1,0.127408230937,,,1.959122504768,,,,1.013780166854,
806,,,1,0.264408284208,,,2.018938384729,,,,0.816468610366,
812,,,1,0.422428568146,,,2.28280270923,,,,0.535120266765,
813,,,1,0.426589681353,,,2.054761007255,,,,0.63732371526,
819,,,1,0.426589681353,,,2.241349172119,,,,0.63732371526,
820,,,1,0.426589681353,,,2.129301320231,,,,0.63732371526,
822,"230",,1,0.256737292055,,,2.194652050082,,,,0.659512841054,
822,,,1,0.256737292055,,,2.194652050082,,,,0.659512841054,
823,,,1,0.426589681353,,,2.02381744907,,,,0.63732371526,
824,,,1,0.426589681353,,,2.174921885477,,,,0.63732371526,
827,"230",,1,0.198112643851,,,1.949045813687,,,,0.918899075238,
827,,,1,0.198112643851,,,1.949045813687,,,,0.918899075238,
828,"230",,1,0.288336273237,,,2.226705256986,,,,0.637411392506,
828,,,1,0.288336273237,,,2.226705256986,,,,0.637411392506,
831,"230",,1,0.146976739142,,,1.975301052413,,,,0.953728001723,
831,,,1,0.146976739142,,,1.975301052413,,,,0.953728001723,
832,"M220",,1,0.358022711289,,,2.328647200416,,,,0.545529813644,
832,,,1,0.330459585132,,,2.332430727918,,,,0.560678944523,
833,"210",,1,0.806921231456,,,2.086126467439,,,,0.501127693587,
833,,,1,0.642811095502,,,2.173042958012,,,,0.508678825015,
835,,,1,0.426589681353,,,2.093743421749,,,,0.63732371526,
837,,,1,0.673108646361,,,2.297017028358,,,,0.403264055771,
840,,,1,0.426589681353,,,2.170505126669,,,,0.63732371526,
842,,,1,0.426589681353,,,2.237831723879,,,,0.63732371526,
901,,,1,0.359289578385,,,2.15972064089,,,,0.610643492497,
920,,,1,0.183406634634,,,1.934937523955,,,,0.776309007599,
922,,,1,0.183406634634,,,1.928925793563,,,,0.776309007599,
950,"210",,1,0.15712426912,,,1.974207603849,,,,0.834615788072,
950,,,1,0.150199697138,,,2.022000110572,,,,0.813433570997,
951,,,1,0.359289578385,,,2.043067930408,,,,0.610643492497,
970,"230",,1,0.364527235601,,,1.959591427858,,,,0.694720834956,
970,,,1,0.404477402681,,,1.978292924514,,,,0.661280749111,
972,"210",,1,0.840212676168,,,2.38926295734,,,,0.240469269429,
972,,,1,0.808350135563,,,2.356851121679,,,,0.269505607406,
999,,,1,0.359289578385,,,2.10136857988,,,,0.610643492497,
