"a","a1","b1","c1","c","a0","b0","b","b2","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
0.0923160999073024,NA,NA,NA,1.13745364008542,NA,NA,1.81913181072815,NA,"762 210",NA,NA
NA,NA,1.86788198847314,NA,0.937170745871393,0.185615780029716,1.90992338076167,NA,NA,"802 210",NA,NA
NA,NA,2.4011817721192,NA,0.962303372976606,0.260621567907966,1.68852514266856,NA,NA,"802 220",NA,NA
NA,NA,2.30555962039768,NA,0.922473471829203,0.165275007947922,2.00153581666318,NA,NA,"802 230",NA,NA
NA,NA,1.88681948664173,NA,1.40326444806048,0.0244703210505146,1.93799905581242,NA,NA,"802 M220",NA,NA
0.127408210157643,NA,NA,NA,1.01378020956108,NA,NA,1.95912249536959,NA,"806 M220",NA,NA
0.256737250575625,NA,NA,NA,0.659512880837511,NA,NA,2.19465204479598,NA,"822 230",NA,NA
0.198112669702521,NA,NA,NA,0.918899040608195,NA,NA,1.94904582215348,NA,"827 230",NA,NA
0.288336151547466,NA,NA,NA,0.637411509215852,NA,NA,2.22670522040039,NA,"828 230",NA,NA
0.146976791441078,NA,NA,NA,0.953727912054592,NA,NA,1.97530107009885,NA,"831 230",NA,NA
0.358022797372977,NA,NA,NA,0.54552975590984,NA,NA,2.32864720560834,NA,"832 M220",NA,NA
0.806921220119186,NA,NA,NA,0.501127699013726,NA,NA,2.08612646426501,NA,"833 210",NA,NA
0.213931578823946,NA,NA,NA,0.941537382075816,NA,NA,1.6774186263553,NA,"93 M330",NA,NA
0.0392354829679596,NA,NA,NA,1.14433542054423,NA,NA,2.22601190536495,NA,"94 210",NA,NA
0.313619674680519,NA,NA,NA,0.620711242766944,NA,NA,2.1223709238202,NA,"95 210",NA,NA
0.157124285230117,NA,NA,NA,0.834615760737644,NA,NA,1.97420760922601,NA,"950 210",NA,NA
0.364527533092428,NA,NA,NA,0.694720573664921,NA,NA,1.95959155447116,NA,"970 230",NA,NA
0.840212627983022,NA,NA,NA,0.240469288330521,NA,NA,2.38926294970397,NA,"972 210",NA,NA
0.358815804834553,1.8496038608906,0.149984424129825,0.332485305567787,0.841295545168222,NA,NA,NA,NA,NA,"1_111",NA
NA,NA,2.15757669204797,NA,1.15770785278902,0.0784684096523732,1.68893386945969,NA,NA,NA,"1_131",NA
0.495643856785868,NA,NA,NA,0.508476807318917,NA,NA,2.10900680381078,NA,NA,"105",NA
0.303679999602524,NA,NA,NA,0.658443647290082,NA,NA,2.06066124530903,NA,NA,"108",NA
0.186963532039383,NA,NA,NA,0.725056601439075,NA,NA,2.19009991919078,NA,NA,"110",NA
NA,NA,1.97688489256883,NA,0.783195351733483,0.177868621447206,2.18001421732947,NA,NA,NA,"111",NA
NA,NA,2.17834162129235,NA,0.600282411515326,0.328136651696043,2.0688564289956,NA,NA,NA,"12",NA
0.112404890830246,NA,NA,NA,0.926658318893807,NA,NA,2.07582139752799,NA,NA,"121",NA
0.380820519598292,NA,NA,NA,0.552282319077359,NA,NA,2.1186429074168,NA,NA,"122",NA
NA,NA,2.12360069782831,NA,0.805766856849165,0.15672425195251,2.01418905966005,NA,NA,NA,"125",NA
0.278363850512114,NA,NA,NA,0.62351975803701,NA,NA,2.10645178379527,NA,NA,"129",NA
NA,NA,1.97146593623782,NA,1.1462849254164,0.0472226986720003,1.95514623758769,NA,NA,NA,"131",NA
0.784128045036604,NA,NA,NA,0.322580687373209,NA,NA,2.28753012228889,NA,NA,"132",NA
0.0734976179808939,NA,NA,NA,1.00815002637816,NA,NA,1.99894878338708,NA,NA,"15",NA
NA,NA,2.31453660339947,NA,0.520420460583332,0.443491132421021,2.03879329769369,NA,NA,NA,"19",NA
0.17471917510007,NA,NA,NA,0.984599760901926,NA,NA,1.72652529341193,NA,NA,"202",NA
0.110459144525187,NA,NA,NA,1.17129314299162,NA,NA,1.53842166947968,NA,NA,"222",NA
NA,NA,2.03034022296182,NA,0.56051731501983,0.393287536783659,1.92033584175743,NA,NA,NA,"241",NA
NA,NA,2.05517118535153,NA,0.676829752612738,0.40175855944027,1.89115345543709,NA,NA,NA,"261",NA
0.116109718056622,NA,NA,NA,0.955815801564542,NA,NA,1.89537236534841,NA,NA,"263",NA
0.219077639846921,NA,NA,NA,0.566149553666655,NA,NA,2.34655135964405,NA,NA,"313",NA
0.315730309470003,NA,NA,NA,0.740557351103572,NA,NA,1.85383984800483,-0.0247456851503261,NA,"316",NA
4.72418679608889,NA,NA,NA,-0.0627500666166777,NA,NA,2.26663727311212,NA,NA,"317",NA
0.0301140178541498,NA,NA,NA,1.38563488229567,NA,NA,1.9069218129166,NA,NA,"318",NA
0.0932729053415353,NA,NA,NA,1.10052053711193,NA,NA,1.90993590015417,NA,NA,"371",NA
0.731333376041139,NA,NA,NA,0.423109564205219,NA,NA,2.20142977985845,NA,NA,"375",NA
0.5924010944903,NA,NA,NA,0.476750770254162,NA,NA,2.28787127642609,NA,NA,"391",NA
0.142494333965637,NA,NA,NA,0.835308409224571,NA,NA,2.23146476895028,NA,NA,"400",NA
0.068502899197613,NA,NA,NA,1.01090112472489,NA,NA,2.11209529437897,NA,NA,"461",NA
0.23812120253962,NA,NA,NA,0.847835409299268,NA,NA,1.98185796232234,NA,NA,"491",NA
0.0327313407606336,NA,NA,NA,1.2608621897767,NA,NA,2.05914548790985,NA,NA,"531",NA
0.398123847416768,NA,NA,NA,0.573789806072598,NA,NA,2.16723004567159,NA,NA,"540",NA
0.818458102681373,NA,NA,NA,0.581382997351737,NA,NA,1.87353573681483,NA,NA,"541",NA
0.225581793539919,NA,NA,NA,0.88372116277213,NA,NA,1.79298760977357,NA,NA,"544",NA
0.176429492261868,NA,NA,NA,0.698966272356516,NA,NA,2.21944272104183,NA,NA,"611",NA
0.284661839791118,NA,NA,NA,0.65079233249338,NA,NA,2.00110333548457,-0.0166483941318019,NA,"621",NA
0.194805927064693,NA,NA,NA,0.768261325062092,NA,NA,1.93936162695991,NA,NA,"691",NA
0.960248567512631,NA,NA,NA,0.177228884483653,NA,NA,2.41243871383402,NA,NA,"694",NA
0.882434600800048,NA,NA,NA,0.435750138435238,NA,NA,2.02536821652094,NA,NA,"71",NA
0.337387884237078,NA,NA,NA,0.562160078712299,NA,NA,2.14819826898119,NA,NA,"740",NA
0.0636795461143177,NA,NA,NA,1.02907724159986,NA,NA,2.04492263811518,NA,NA,"741",NA
0.446369554903597,NA,NA,NA,0.440759171268116,NA,NA,2.30751392114966,NA,NA,"743",NA
0.0775688734991194,NA,NA,NA,1.01829030821508,NA,NA,2.00707876513674,NA,NA,"746",NA
0.198661863723974,NA,NA,NA,0.847255975576839,NA,NA,1.99803588264086,NA,NA,"762",NA
NA,NA,1.95933591733966,NA,1.26498230442548,0.0508158165479084,1.90131024598309,NA,NA,NA,"802",NA
0.264408299365648,NA,NA,NA,0.816468593589278,NA,NA,2.01893839054738,NA,NA,"806",NA
0.42242858935549,NA,NA,NA,0.535120253025596,NA,NA,2.28280271274624,NA,NA,"812",NA
0.256737250575625,NA,NA,NA,0.659512880837511,NA,NA,2.19465204479598,NA,NA,"822",NA
0.198112669702521,NA,NA,NA,0.918899040608195,NA,NA,1.94904582215348,NA,NA,"827",NA
0.288336151547466,NA,NA,NA,0.637411509215852,NA,NA,2.22670522040039,NA,NA,"828",NA
0.146976791441078,NA,NA,NA,0.953727912054592,NA,NA,1.97530107009885,NA,NA,"831",NA
0.330459595788774,NA,NA,NA,0.560678936545825,NA,NA,2.33243072892388,NA,NA,"832",NA
0.642811014014161,NA,NA,NA,0.508678858827958,NA,NA,2.17304295099411,NA,NA,"833",NA
0.682036819005043,NA,NA,NA,0.400247635408398,NA,NA,2.29705809091581,NA,NA,"837",NA
0.28662547205306,NA,NA,NA,0.83756039397917,NA,NA,1.73778378627696,NA,NA,"93",NA
0.218052099439089,NA,NA,NA,0.520617559340181,NA,NA,2.48933931230379,NA,NA,"94",NA
0.313619674680519,NA,NA,NA,0.620711242766944,NA,NA,2.1223709238202,NA,NA,"95",NA
0.150199697137659,NA,NA,NA,0.813433570996815,NA,NA,2.02200011057203,NA,NA,"950",NA
0.404477402826846,NA,NA,NA,0.661280748995237,NA,NA,1.97829292456851,NA,NA,"970",NA
0.808350057473687,NA,NA,NA,0.269505639750515,NA,NA,2.35685110758992,NA,NA,"972",NA
0.52374289942758,NA,NA,NA,0.782795453216096,NA,NA,1.92197857181232,NA,NA,NA,"1"
0.38826477566213,NA,NA,NA,0.984599836381207,NA,NA,1.7265252247182,NA,NA,NA,"2"
0.772534507806598,NA,NA,NA,0.575832020384328,NA,NA,2.18454529477139,NA,NA,NA,"3"
0.353043425357372,NA,NA,NA,0.728083168628708,NA,NA,2.20485356698671,NA,NA,NA,"4"
0.947257028617002,NA,NA,NA,0.723009781199793,NA,NA,1.90425744143104,NA,NA,NA,"5"
1.6507979537986,NA,NA,NA,0.480721844978191,NA,NA,2.10771255688032,NA,NA,NA,"6"
0.332264024766125,NA,NA,NA,0.850173580856951,NA,NA,2.06078677400091,NA,NA,NA,"7"
0.433906559575837,NA,NA,NA,0.735074455426521,NA,NA,2.1156261048201,NA,NA,NA,"8"
0.303378586409374,NA,NA,NA,0.90363666677936,NA,NA,2.01600188103573,NA,NA,NA,"9"
