"a","b","c","b2","a0","b0","b1","a1","c1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
NA,NA,1.00452726712117,NA,0.00256264733753786,1.96870269252826,1.89434923368218,NA,NA,"95 130",NA,NA
NA,NA,1.08892727310761,NA,0.00231699379953321,1.8623431433984,1.89313326853203,NA,NA,"95 210",NA,NA
NA,NA,1.02645436197622,NA,0.00300217737804935,1.83352518116712,1.42860131762314,NA,NA,"95 M130",NA,NA
0.00322631421387685,2.30273747122045,0.793085827682604,0.0171678616470271,NA,NA,NA,NA,NA,"950 210",NA,NA
0.00200887835641901,2.00156365526592,1.02558155021857,0.00425651936105304,NA,NA,NA,NA,NA,"950 M220",NA,NA
NA,NA,0.96317588248087,NA,0.00193439281085147,2.15380357802081,1.93236254445594,NA,NA,"951 210",NA,NA
NA,NA,1.18829897638582,NA,0.00118678147416892,1.93304064073002,1.92796452327677,NA,NA,"951 220",NA,NA
NA,NA,0.855116324205002,NA,0.00441453272478315,2.03894666102135,1.79479181295336,NA,NA,"97 130",NA,NA
NA,NA,0.844278013321281,NA,0.00482686394010833,2.0130447743348,1.9524423616367,NA,NA,"97 210",NA,NA
NA,NA,0.878014738530345,NA,0.00436451120068273,1.992816106536,2.00505721050522,NA,NA,"97 M210",NA,NA
0.00152472500735082,1.79859104747794,1.19057142559089,NA,NA,NA,NA,NA,NA,"970 230",NA,NA
NA,NA,1.21795999247769,NA,0.00128811594911067,1.81624619842527,1.83483896661567,NA,NA,"972 210",NA,NA
0.00283683177100868,1.81055068183975,1.0756788196828,NA,NA,NA,NA,NA,NA,"98 M240",NA,NA
0.00408056346435432,1.86559849486471,0.894005943118407,NA,NA,NA,NA,NA,NA,"999 230",NA,NA
0.0018714636163792,1.89257724744181,1.08182427254375,NA,NA,NA,NA,NA,NA,"999 M220",NA,NA
0.00177628465296204,1.9825268853665,1.02256288607525,-0.0097851501908264,NA,NA,NA,NA,NA,NA,"1_111",NA
NA,NA,1.19534355394664,NA,0.00114320475123726,1.90156795480982,2.03842514385566,NA,NA,NA,"1_131",NA
0.00195558752702741,1.65054670880067,1.25603806559691,NA,NA,NA,NA,NA,NA,NA,"10",NA
0.00183193677368942,1.82087869955098,1.16482002509279,NA,NA,NA,NA,NA,NA,NA,"100",NA
NA,NA,1.12774117697706,NA,0.00206260716146714,1.84021934660251,1.7573693103913,NA,NA,NA,"105",NA
NA,NA,1.25978458754419,NA,0.00113230570577713,1.8908919068909,1.72245579262554,NA,NA,NA,"107",NA
NA,NA,0.993187909271415,NA,0.00319604591872996,1.91721092784439,1.8151140314372,NA,NA,NA,"108",NA
0.00202290273365568,1.8448856164228,1.14365107854661,0.00406268729416612,NA,NA,NA,NA,NA,NA,"11",NA
NA,NA,1.12411051453134,NA,0.00112203753049839,2.10500140600136,2.00009946172414,NA,NA,NA,"110",NA
NA,NA,1.06973245189543,NA,0.00120397876268012,2.14076716939243,1.94818183636907,NA,NA,NA,"111",NA
0.00157825252338288,1.95225869083593,1.11689118998807,NA,NA,NA,NA,NA,NA,NA,"115",NA
0.00367998376799653,2.2620126495579,0.661333925784083,NA,NA,NA,NA,NA,NA,NA,"117",NA
0.00193260259289975,1.77525836631443,1.16213536288783,NA,NA,NA,NA,NA,NA,NA,"119",NA
NA,NA,0.967435949849467,NA,0.00325641557325265,1.93151506281467,1.78328726982863,NA,NA,NA,"12",NA
0.00151395015279043,2.09008260057743,1.06325696466958,0.00775089177145387,NA,NA,NA,NA,NA,NA,"121",NA
NA,NA,0.898801101924201,NA,0.00288954063467146,2.02819401257645,2.09832474108968,NA,NA,NA,"122",NA
NA,NA,1.08548888888647,NA,0.0022543799588567,1.90460294579661,1.75650464128053,NA,NA,NA,"123",NA
0.00165828475496164,1.96436828732996,1.14775081929333,0.0102234444184231,NA,NA,NA,NA,NA,NA,"125",NA
0.0024103634758221,2.04755888582379,0.948865024829162,NA,NA,NA,NA,NA,NA,NA,"126",NA
0.00100666307609216,2.17643162857435,1.14359180321429,0.020582947978999,NA,NA,NA,NA,NA,NA,"128",NA
0.0027665636381529,1.94135644363335,1.01471747255051,0.00656652949110455,NA,NA,NA,NA,NA,NA,"129",NA
0.00130017704419082,1.92638083862673,1.17202575213806,NA,NA,NA,NA,NA,NA,NA,"131",NA
0.00196193348555095,1.9088487017515,1.10181925127839,NA,NA,NA,NA,NA,NA,NA,"132",NA
0.00181518723029532,1.61719343286213,1.28408983285333,NA,NA,NA,NA,NA,NA,NA,"15",NA
0.00250621175233147,1.61281918825321,1.21502735852143,NA,NA,NA,NA,NA,NA,NA,"17",NA
NA,NA,1.18091878606829,NA,0.00207542580141321,1.71084126230079,1.75823174867895,NA,NA,NA,"19",NA
0.0020919369634594,1.76005568677567,1.16439345418434,NA,NA,NA,NA,NA,NA,NA,"20",NA
NA,NA,1.11737420551819,NA,0.00170673976361019,1.90769031449099,1.69868332500253,NA,NA,NA,"202",NA
0.00139545776335429,1.88528157943426,1.10459100359869,NA,NA,NA,NA,NA,NA,NA,"211",NA
0.00120651738172008,1.87382733610143,1.21817062985715,NA,NA,NA,NA,NA,NA,NA,"221",NA
0.0074970386507186,1.89423148687887,0.771194468265691,NA,NA,NA,NA,NA,NA,NA,"222",NA
NA,NA,1.11133524701173,NA,0.00226112296715697,1.84730023288802,1.63643542181528,NA,NA,NA,"241",NA
NA,NA,0.969154446791518,NA,0.0037679505713807,1.84523655349627,1.7394371525378,NA,NA,NA,"242",NA
0.00214545677016068,1.90945593905209,1.05002316838198,NA,NA,NA,NA,NA,NA,NA,"260",NA
0.0103147364260431,1.83348014932017,0.674341804481098,-0.0157699497867725,NA,NA,NA,NA,NA,NA,"261",NA
0.00213678139918938,1.93065139851316,1.06190604584263,0.00459079548049333,NA,NA,NA,NA,NA,NA,"263",NA
0.00399982063037983,1.72903967668662,1.03517373983196,NA,NA,NA,NA,NA,NA,NA,"264",NA
NA,NA,1.17942602395251,NA,0.00135757054433684,1.8600855888897,1.92125895893653,NA,NA,NA,"312",NA
0.000928715510714226,1.63128194876255,1.41339770491028,NA,NA,NA,NA,NA,NA,NA,"313",NA
0.00198398813189258,1.81054864249654,1.12941669927704,NA,NA,NA,NA,NA,NA,NA,"316",NA
0.00252107184301839,1.8784004687773,1.03060411889461,NA,NA,NA,NA,NA,NA,NA,"317",NA
NA,NA,1.03595535892069,NA,0.00163450472988286,2.10434744221407,1.88866666104761,NA,NA,NA,"318",NA
0.00272723025397271,1.95742512913321,0.961348018678097,NA,NA,NA,NA,NA,NA,NA,"330",NA
NA,NA,1.03079268720854,NA,0.0023481280811296,1.95793112358014,1.77934653944686,NA,NA,NA,"351",NA
NA,NA,1.01843693359622,NA,0.00255969794148097,1.88753268177594,1.77187523065312,NA,NA,NA,"370",NA
0.00400600498216657,2.25968925720223,0.760939024074993,0.0139408774449191,NA,NA,NA,NA,NA,NA,"371",NA
NA,NA,0.932118538014273,NA,0.00307567781220477,2.00747264865963,1.76812358892823,NA,NA,NA,"375",NA
0.00180641514875685,1.96319740191704,1.04320201312513,NA,NA,NA,NA,NA,NA,NA,"400",NA
0.0029616362315601,1.99678699448467,0.954636166691464,NA,NA,NA,NA,NA,NA,NA,"403",NA
0.00388920388438442,1.77818787451142,0.991834976197155,NA,NA,NA,NA,NA,NA,NA,"404",NA
0.00405951028864305,1.77609158608101,1.01939893559763,NA,NA,NA,NA,NA,NA,NA,"407",NA
0.00476617177335361,1.90405086559536,0.892429393804913,NA,NA,NA,NA,NA,NA,NA,"42",NA
0.00631743683647882,2.01610988280723,0.710510600902952,NA,NA,NA,NA,NA,NA,NA,"421",NA
NA,NA,1.26628274636158,NA,0.00131492103597086,1.80477481214213,1.4676903143245,NA,NA,NA,"43",NA
0.00148055274246974,1.81239576823504,1.18226385088979,NA,NA,NA,NA,NA,NA,NA,"460",NA
0.00217405633475559,1.87206850918867,1.0573636639304,NA,NA,NA,NA,NA,NA,NA,"461",NA
0.00705580696147098,1.88248752607817,0.722396629457829,NA,NA,NA,NA,NA,NA,NA,"491",NA
NA,NA,0.984801244328021,NA,0.00263766911444251,1.91816050513825,2.12830621904459,NA,NA,NA,"521",NA
0.00161487384782423,2.39645856367775,0.967805337371288,0.0321892884573126,NA,NA,NA,NA,NA,NA,"531",NA
0.00330509239682308,1.94056904607,0.921463051861338,NA,NA,NA,NA,NA,NA,NA,"540",NA
0.0037883025982957,1.9090854658189,0.927529394312454,NA,NA,NA,NA,NA,NA,NA,"541",NA
0.00412352487764321,1.9760873371995,0.876473723672347,NA,NA,NA,NA,NA,NA,NA,"543",NA
0.00448490663005773,1.54171782300639,1.08675203128236,NA,NA,NA,NA,NA,NA,NA,"544",NA
0.00148116805859011,2.22024825611085,0.966119306893178,NA,NA,NA,NA,NA,NA,NA,"555",NA
0.00345408393925398,1.91260954130827,0.955459265193466,NA,NA,NA,NA,NA,NA,NA,"591",NA
0.00114510993450675,2.00824889177978,1.13144449908124,NA,NA,NA,NA,NA,NA,NA,"602",NA
0.00189308445506927,1.91529859797687,1.06732819630603,NA,NA,NA,NA,NA,NA,NA,"611",NA
0.00155768519194913,1.89895235443433,1.11861602450864,NA,NA,NA,NA,NA,NA,NA,"621",NA
0.00252917143204393,1.93755643370397,1.00925168798879,NA,NA,NA,NA,NA,NA,NA,"651",NA
0.00373608976082263,1.81554110053248,0.96741490748531,NA,NA,NA,NA,NA,NA,NA,"653",NA
NA,NA,0.979761820377697,NA,0.00365510084111905,1.87732897949631,1.72468222525363,NA,NA,NA,"68",NA
0.00590544622907789,1.6333206802781,0.957794218229463,NA,NA,NA,NA,NA,NA,NA,"691",NA
0.00437908176216568,1.94448879663888,0.852584834896642,NA,NA,NA,NA,NA,NA,NA,"693",NA
0.00256611735313055,1.8073350951326,1.07187034433459,NA,NA,NA,NA,NA,NA,NA,"694",NA
NA,NA,0.870308519544081,NA,0.00333727494595263,2.07638005745835,1.71883119606733,NA,NA,NA,"71",NA
0.00247983642030688,1.81880626445651,1.06973700985193,NA,NA,NA,NA,NA,NA,NA,"731",NA
NA,NA,0.752694971122077,NA,0.00517372093365356,2.10659020400337,1.87445613728288,NA,NA,NA,"740",NA
NA,NA,1.13421940230369,NA,0.00141545844425723,1.91936737031978,1.93372994305752,NA,NA,NA,"741",NA
0.00681744304889928,1.85003925255486,0.825414667439703,NA,NA,NA,NA,NA,NA,NA,"742",NA
0.0017330291666295,1.95265049572837,1.09444396689633,NA,NA,NA,NA,NA,NA,NA,"743",NA
NA,NA,0.968834960175807,NA,0.00262801391929465,2.00451647431569,1.75511846609426,NA,NA,NA,"746",NA
0.00102403588893356,1.82897660684355,1.27291587687659,NA,NA,NA,NA,NA,NA,NA,"747",NA
0.00185358906021401,1.79763245629969,1.17016772922405,NA,NA,NA,NA,NA,NA,NA,"762",NA
0.00510988709411648,NA,0.964427611137796,NA,NA,NA,0.184334574378518,1.75090066799955,0.268864671265195,NA,"800",NA
0.00232195146640333,1.88906081794604,1.04959911305421,NA,NA,NA,NA,NA,NA,NA,"802",NA
0.00138573541513741,2.17671070513779,1.05313263867679,0.0174090820002284,NA,NA,NA,NA,NA,NA,"806",NA
0.0015727598140267,1.74012587467265,1.2470138230547,NA,NA,NA,NA,NA,NA,NA,"809",NA
0.00360155161416525,1.64777285409984,1.06601436759956,NA,NA,NA,NA,NA,NA,NA,"81",NA
NA,NA,1.13785984408326,NA,0.00174652122755565,1.81735557873472,1.89092742434249,NA,NA,NA,"812",NA
0.00253090173197886,1.90267751556055,1.01854282945181,NA,NA,NA,NA,NA,NA,NA,"813",NA
NA,NA,0.916922328865917,NA,0.00277513778929821,2.06331696521888,1.77603817176176,NA,NA,NA,"820",NA
0.00229304635048926,1.90391822239165,1.02008197489414,NA,NA,NA,NA,NA,NA,NA,"822",NA
0.000738075839938261,1.88757088336331,1.32417260808327,NA,NA,NA,NA,NA,NA,NA,"823",NA
0.00180409449581427,1.73894964373612,1.1964814678983,NA,NA,NA,NA,NA,NA,NA,"825",NA
NA,NA,1.04191293168697,NA,0.00251017791140757,1.87060216287652,1.82536983460509,NA,NA,NA,"827",NA
0.00249245522594226,1.91102546909286,1.01062530452921,NA,NA,NA,NA,NA,NA,NA,"828",NA
0.00232971404057616,1.84192663198194,1.0601556577398,NA,NA,NA,NA,NA,NA,NA,"831",NA
0.00171437601336871,1.93635236213973,1.07669885613715,NA,NA,NA,NA,NA,NA,NA,"832",NA
0.00236215190929871,1.87429997533819,1.05575197385805,NA,NA,NA,NA,NA,NA,NA,"833",NA
0.00330571644773485,1.98835544454394,0.896401495340207,NA,NA,NA,NA,NA,NA,NA,"835",NA
NA,NA,0.959477233139405,NA,0.00151444070569952,2.22320955188273,1.88367013344779,NA,NA,NA,"837",NA
0.00213169671123186,1.76729251372231,1.12062535065545,NA,NA,NA,NA,NA,NA,NA,"838",NA
0.00135924121756964,1.87648025240466,1.20791333192177,0.00956242807975065,NA,NA,NA,NA,NA,NA,"90",NA
0.00169370617760295,1.81751545768087,1.11388230886447,NA,NA,NA,NA,NA,NA,NA,"901",NA
NA,NA,1.09898488397432,NA,0.00222149811694917,1.90988341935512,1.76241357417823,NA,NA,NA,"91",NA
0.00186389487258014,1.84730196678539,1.13452756590239,0.00326327853604102,NA,NA,NA,NA,NA,NA,"93",NA
0.00227520316114773,1.97447883657972,1.04293215367952,0.0102301859436553,NA,NA,NA,NA,NA,NA,"94",NA
NA,NA,1.01981046557431,NA,0.00253719467871808,1.94485858398812,1.89482367796028,NA,NA,NA,"95",NA
0.00350568582230266,2.27442661638931,0.780472642082213,0.0148461407750034,NA,NA,NA,NA,NA,NA,"950",NA
NA,NA,1.04575212204975,NA,0.0015902090577755,2.08167275484799,1.93206703035848,NA,NA,NA,"951",NA
NA,NA,0.847622584205306,NA,0.00478720621300481,2.00871818485106,1.97491531237678,NA,NA,NA,"97",NA
0.00184472277204947,1.82613267811376,1.12975915308099,NA,NA,NA,NA,NA,NA,NA,"970",NA
NA,NA,1.14815071361294,NA,0.00150676096926946,1.87912815550347,1.79082021929249,NA,NA,NA,"972",NA
0.00283683177100868,1.81055068183975,1.0756788196828,NA,NA,NA,NA,NA,NA,NA,"98",NA
0.00201755588205427,1.86470535417,1.08469692073876,NA,NA,NA,NA,NA,NA,NA,"999",NA
0.00641951011850255,1.80842601386041,0.857975596697866,NA,NA,NA,NA,NA,NA,NA,NA,"1"
0.00266151928492857,1.70137851513383,1.11845639893806,NA,NA,NA,NA,NA,NA,NA,NA,"2"
0.00218696459339106,1.77466054950963,1.13863807179969,NA,NA,NA,NA,NA,NA,NA,NA,"3"
0.00296607199889694,1.8926288014698,1.00405620439347,NA,NA,NA,NA,NA,NA,NA,NA,"4"
0.00258967743283109,1.72010498831147,1.13321535923233,NA,NA,NA,NA,NA,NA,NA,NA,"5"
0.00363846923125633,1.79734873439824,1.00242696431747,NA,NA,NA,NA,NA,NA,NA,NA,"6"
0.00476215893474851,2.00001921937145,0.824693476841235,NA,NA,NA,NA,NA,NA,NA,NA,"7"
0.00234004149082976,1.89458738203487,1.03509402869194,NA,NA,NA,NA,NA,NA,NA,NA,"8"
0.00265327124157895,1.89735332918205,1.01546246396308,NA,NA,NA,NA,NA,NA,NA,NA,"9"
