"SPCD","DIVISION","STDORGCD","equation","a","a0","a1","b","b0","b1","b2","c","c1"
833,"210",,1,0.00232231462,,,1.79984914239,,,,1.117365215914,
833,"220",,1,0.001573267673,,,1.823458181764,,,,1.190545046356,
833,"230",,1,0.001472015308,,,1.838192567878,,,,1.178719239985,
833,"M220",,1,0.002134822981,,,1.905313357824,,,,1.048458985666,
833,,,1,0.002362151923,,,1.874299975949,,,,1.055751972142,
834,,,1,0.002864589858,,,1.949227114224,,,,0.964612912729,
835,"220",,1,0.001673818973,,,1.9363437711,,,,1.111522046967,
835,"230",,1,0.002373136297,,,1.920734315927,,,,1.014029810199,
835,,,1,0.003305716595,,,1.988355445901,,,,0.896401483888,
837,"210",,2,,0.001518877548,,,2.113998971124,1.649991361761,,1.046010304982,
837,"220",,2,,0.000437946623,,,2.428124901122,1.79498110954,,1.160762624575,
837,"230",,2,,0.001553509924,,,1.889213723431,2.042730169423,,1.115496948718,
837,"250",,2,,0.000919116529,,,2.706014495823,1.694757756369,,0.846614553598,
837,"M210",,2,,0.002954278501,,,2.081591770356,1.928845655819,,0.887282921437,
837,"M220",,2,,0.001262210187,,,2.046186214852,1.895886476207,,1.084886599506,
837,,,2,,0.001514440383,,,2.223209610332,1.883670123373,,0.959477250998,
838,"230",,1,0.002131696724,,,1.76729251654,,,,1.120625347175,
838,,,1,0.002131696724,,,1.76729251654,,,,1.120625347175,
901,"M220",,1,0.001660505966,,,1.8188057389,,,,1.117347085532,
901,,,1,0.001693706166,,,1.81751545649,,,,1.113882311099,
920,,,1,0.002471110121,,,1.817154576346,,,,1.031521891599,
922,,,1,0.002471110121,,,1.860927907766,,,,1.031521891599,
931,,,1,0.002952357787,,,1.931093987017,,,,0.968757159965,
950,"210",,4,0.003226314168,,,2.302737543012,,,0.017167864827,0.793085797648,
950,"M220",,4,0.002008878509,,,2.001563696532,,,0.004256521863,1.025581517278,
950,,,4,0.003505685312,,,2.274426601922,,,0.014846140271,0.780472681744,
951,"210",,2,,0.001934392796,,,2.153803576749,1.932362543783,,0.963175884934,
951,"220",,2,,0.001186781233,,,1.933040652953,1.927964512153,,1.188299017319,
951,,,2,,0.001590209376,,,2.081672706287,1.932067041261,,1.045752101962,
970,"230",,1,0.001524725088,,,1.798591052258,,,,1.190571410505,
970,,,1,0.001844722537,,,1.826132666627,,,,1.129759189471,
971,,,1,0.002952357787,,,1.913957722073,,,,0.968757159965,
972,"210",,2,,0.001288116298,,,1.816246182398,1.834838984782,,1.217959936114,
972,,,2,,0.001506761102,,,1.879128145652,1.790820225563,,1.14815069786,
975,,,1,0.002952357787,,,1.94655860723,,,,0.968757159965,
999,"230",,1,0.004080563451,,,1.865598494831,,,,0.894005944016,
999,"M220",,1,0.001871463781,,,1.892577253653,,,,1.081824247155,
999,,,1,0.002017555866,,,1.864705353307,,,,1.084696923258,
