"SPCD","COMMON_NAME","HWSW","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"890","false mastic","Hardwood","WSTPOB",1,9292933.89908149,12222321.8198329,2929387.92075139,31.5227456965009,"Stump wood and bark weight"
"891","white bully, willow bustic","Hardwood","BIOMASS",1,214803106.227892,214565189.760958,-237916.466934383,-0.110760254408039,"Total aboveground biomass"
"891","white bully, willow bustic","Hardwood","CARBON",1,107401553.656638,101875552.098503,-5526001.558135,-5.14517841687989,"Total aboveground carbon"
"891","white bully, willow bustic","Hardwood","VMERIB",1,3277721.31208878,2862043.70047045,-415677.611618326,-12.6819083149394,"Merchantable wood volume"
"891","white bully, willow bustic","Hardwood","WMERBCH",1,36086685.3197203,42327769.927038,6241084.60731762,17.2947017771872,"Top and limb weight"
"891","white bully, willow bustic","Hardwood","WMEROB",1,122789062.328799,108738760.459393,-14050301.869406,-11.4426330838676,"Merch bole wood and bark weight"
"891","white bully, willow bustic","Hardwood","WSTPOB",1,10267310.6091148,10138584.789317,-128725.819797747,-1.25374428317646,"Stump wood and bark weight"
"8910","spiny logwood","Hardwood","BIOMASS",1,14079930.4643991,15294171.0059029,1214240.54150376,8.62391007238244,"Total aboveground biomass"
"8910","spiny logwood","Hardwood","CARBON",1,7039965.44303575,7261672.3936027,221706.950566953,3.14926191557198,"Total aboveground carbon"
"8924","prickly yellow","Hardwood","BIOMASS",1,19678140.6497991,16199227.3893858,-3478913.26041333,-17.6790750829847,"Total aboveground biomass"
"8924","prickly yellow","Hardwood","CARBON",1,9839070.53573574,7691393.16448038,-2147677.37125537,-21.8280513739072,"Total aboveground carbon"
"8924","prickly yellow","Hardwood","VMERIB",1,200907.106918623,105429.839544475,-95477.2673741474,-47.5230910635832,"Merchantable wood volume"
"8924","prickly yellow","Hardwood","WMERBCH",1,1850023.31128266,1586836.19773778,-263187.113544876,-14.2261512025167,"Top and limb weight"
"8924","prickly yellow","Hardwood","WMEROB",1,7526324.81784866,4131387.86537707,-3394936.95247159,-45.1074998041608,"Merch bole wood and bark weight"
"8924","prickly yellow","Hardwood","WSTPOB",1,532469.26902096,426911.133958944,-105558.135062016,-19.824268028858,"Stump wood and bark weight"
"8931","white pricklyash","Hardwood","BIOMASS",1,1405006482.77026,1431797604.38542,26791121.6151583,1.90683259783499,"Total aboveground biomass"
"8931","white pricklyash","Hardwood","CARBON",1,702503242.124009,679817502.562199,-22685739.5618107,-3.22927186687718,"Total aboveground carbon"
"8931","white pricklyash","Hardwood","VMERIB",1,27350532.6341134,24438181.4879962,-2912351.14611725,-10.6482428882748,"Merchantable wood volume"
"8931","white pricklyash","Hardwood","WMERBCH",1,258818344.665876,377475576.764588,118657232.098712,45.8457580554784,"Top and limb weight"
"8931","white pricklyash","Hardwood","WMEROB",1,1024597864.09305,923840085.363647,-100757778.729399,-9.8338852988521,"Merch bole wood and bark weight"
"8931","white pricklyash","Hardwood","WSTPOB",1,73341857.9734881,73398830.5018471,56972.5283589512,0.0776807813889114,"Stump wood and bark weight"
"8932","yellow prickle","Hardwood","BIOMASS",1,121367234.456709,105131950.864463,-16235283.5922452,-13.3769906391302,"Total aboveground biomass"
"8932","yellow prickle","Hardwood","CARBON",1,60683618.5884221,49916650.2704472,-10766968.3179749,-17.7427921545027,"Total aboveground carbon"
"8932","yellow prickle","Hardwood","VMERIB",1,868109.499384998,490246.794721111,-377862.704663887,-43.5270786613416,"Merchantable wood volume"
"8932","yellow prickle","Hardwood","WMERBCH",1,11976373.1734838,12946030.0589822,969656.885498364,8.0964150953915,"Top and limb weight"
"8932","yellow prickle","Hardwood","WMEROB",1,32520870.8041572,20071349.0038982,-12449521.800259,-38.2816372760461,"Merch bole wood and bark weight"
"8932","yellow prickle","Hardwood","WSTPOB",1,3376357.86373442,3100937.15539627,-275420.708338148,-8.15733164118804,"Stump wood and bark weight"
"8939","Indian jujube","Hardwood","BIOMASS",1,6635623.53069283,6651023.59886436,15400.0681715319,0.23208170415786,"Total aboveground biomass"
"8939","Indian jujube","Hardwood","CARBON",1,3317811.77777954,3157906.0047408,-159905.773038746,-4.81961557040959,"Total aboveground carbon"
"8939","Indian jujube","Hardwood","VMERIB",1,117652.961885783,77556.8065672389,-40096.1553185441,-34.080022020584,"Merchantable wood volume"
"8939","Indian jujube","Hardwood","WMERBCH",1,1740626.63946121,2952591.70860589,1211965.06914468,69.6280891989467,"Top and limb weight"
"8939","Indian jujube","Hardwood","WMEROB",1,4407481.75474594,3018346.22480161,-1389135.52994432,-31.5176694367144,"Merch bole wood and bark weight"
"8939","Indian jujube","Hardwood","WSTPOB",1,487515.136485679,680085.665456851,192570.528971172,39.500420511934,"Stump wood and bark weight"
"897","tamarind","Hardwood","BIOMASS",1,82995689.3141394,63844140.4080827,-19151548.9060567,-23.0753537494796,"Total aboveground biomass"
"897","tamarind","Hardwood","CARBON",1,41497844.6791899,30313197.8657576,-11184646.8134323,-26.9523559594436,"Total aboveground carbon"
"897","tamarind","Hardwood","VMERIB",1,1716074.6263502,950251.104792117,-765823.521558081,-44.6264696067944,"Merchantable wood volume"
"897","tamarind","Hardwood","WMERBCH",1,14537923.3901947,24768193.4853887,10230270.0951939,70.3695419257324,"Top and limb weight"
"897","tamarind","Hardwood","WMEROB",1,64287098.9031594,35323383.124137,-28963715.7790224,-45.0536986007919,"Merch bole wood and bark weight"
"897","tamarind","Hardwood","WSTPOB",1,4123171.31647081,3707845.5671765,-415325.749294312,-10.0729685335948,"Stump wood and bark weight"
"90","spruce spp.","Hardwood","BIOMASS",2,2654403.62642132,8717787.40437781,6063383.77795649,228.427346828605,"Total aboveground biomass"
"90","spruce spp.","Hardwood","CARBON",2,1327201.81321066,4188025.06906311,2860823.25585245,215.552994832924,"Total aboveground carbon"
"90","spruce spp.","Hardwood","VMERIB",2,100570.103805112,245181.37185927,144611.268054159,143.791507200183,"Merchantable wood volume"
"90","spruce spp.","Hardwood","WMERBCH",2,97170.3617340548,70647.8601285071,-26522.5016055477,-27.2948470420817,"Top and limb weight"
"90","spruce spp.","Hardwood","WMEROB",2,2372913.84182155,8074906.5128525,5701992.67103095,240.294972810891,"Merch bole wood and bark weight"
"90","spruce spp.","Hardwood","WSTPOB",2,184319.422865717,572233.031396794,387913.608531077,210.457260824696,"Stump wood and bark weight"
"90","spruce spp.","Hardwood","BIOMASS",1,5487446.35343451,7395272.91360432,1907826.56016981,34.7671109162777,"Total aboveground biomass"
"90","spruce spp.","Hardwood","CARBON",1,2743723.19573015,3552689.10769552,808965.911965373,29.4842392710863,"Total aboveground carbon"
"90","spruce spp.","Hardwood","VMERIB",1,168533.862408516,109405.238879758,-59128.6235287581,-35.0841205937795,"Merchantable wood volume"
"90","spruce spp.","Hardwood","WMERBCH",1,814783.715850375,3997280.46837608,3182496.7525257,390.594054669365,"Top and limb weight"
"90","spruce spp.","Hardwood","WMEROB",1,4367129.27252765,3031424.24570258,-1335705.02682507,-30.5854245082142,"Merch bole wood and bark weight"
"90","spruce spp.","Hardwood","WSTPOB",1,305533.365056491,366568.199525685,61034.8344691942,19.9764874968432,"Stump wood and bark weight"
"901","black locust","Hardwood","BIOMASS",1,133005810463.362,143808089723.76,10802279260.398,8.12165966491638,"Total aboveground biomass"
"901","black locust","Hardwood","CARBON",1,66502905366.347,64181550443.7143,-2321354922.63276,-3.49060677852347,"Total aboveground carbon"
"901","black locust","Hardwood","VMERIB",1,2147462170.60604,1991754784.3091,-155707386.296943,-7.25076271089796,"Merchantable wood volume"
"901","black locust","Hardwood","WMERBCH",1,23238622286.6845,30525559772.3863,7286937485.70177,31.3570115982181,"Top and limb weight"
"901","black locust","Hardwood","WMEROB",1,94270153350.4962,99059561105.2271,4789407754.73082,5.0805133804374,"Merch bole wood and bark weight"
"901","black locust","Hardwood","WSTPOB",1,8094451926.76711,5784284575.24032,-2310167351.5268,-28.5401330742039,"Stump wood and bark weight"
"901","black locust","Hardwood","BIOMASS",2,17658965401.113,36576428702.0614,18917463300.9484,107.126679685074,"Total aboveground biomass"
"901","black locust","Hardwood","CARBON",2,8829482740.16424,16324060129.73,7494577389.56576,84.8812734575475,"Total aboveground carbon"
"901","black locust","Hardwood","VMERIB",2,433197591.701194,489285348.04888,56087756.3476856,12.9473841549824,"Merchantable wood volume"
"901","black locust","Hardwood","WMERBCH",2,1173819608.56017,4059278892.58921,2885459284.02903,245.817948770543,"Top and limb weight"
"901","black locust","Hardwood","WMEROB",2,12798641286.0075,28361532768.6888,15562891482.6813,121.597997278789,"Merch bole wood and bark weight"
"901","black locust","Hardwood","WSTPOB",2,1818598925.77989,2149956954.89035,331358029.110464,18.2205116484585,"Stump wood and bark weight"
"901","black locust","Hardwood","VSAWIB",1,700504378.028927,621595578.313801,-78908799.7151264,-11.2645691005043,"Sawlog wood volume"
"907","Florida silver palm","Hardwood","BIOMASS",1,11222347.7328236,5616210.07488727,-5606137.6579363,-49.9551233966779,"Total aboveground biomass"
"907","Florida silver palm","Hardwood","CARBON",1,5611174.10860634,2666576.54355648,-2944597.56504986,-52.4773872286991,"Total aboveground carbon"
"908","coconut palm","Hardwood","BIOMASS",1,112904076.90621,116638713.585065,3734636.67885534,3.30779612321505,"Total aboveground biomass"
"908","coconut palm","Hardwood","CARBON",1,56452038.5569371,49863050.0576154,-6588988.49932174,-11.6718344771131,"Total aboveground carbon"
"908","coconut palm","Hardwood","VMERIB",1,2227885.94795374,1801551.47713683,-426334.470816901,-19.1362790006589,"Merchantable wood volume"
"908","coconut palm","Hardwood","WMERBCH",1,22871956.831276,41585016.4805368,18713059.6492608,81.8166096906576,"Top and limb weight"
"908","coconut palm","Hardwood","WMEROB",1,83460428.916001,66892624.2860113,-16567804.6299896,-19.8510897262035,"Merch bole wood and bark weight"
"908","coconut palm","Hardwood","WSTPOB",1,6571691.15893288,8161072.81851701,1589381.65958413,24.1852762271655,"Stump wood and bark weight"
"909","royal palm spp.","Hardwood","BIOMASS",1,6245835.23524328,8919696.52877585,2673861.29353257,42.8103078743546,"Total aboveground biomass"
"909","royal palm spp.","Hardwood","CARBON",1,3122917.61762164,4235071.91186276,1112154.29424112,35.6126683574868,"Total aboveground carbon"
"909","royal palm spp.","Hardwood","VMERIB",1,119839.579181522,121392.909214991,1553.3300334688,1.29617447263892,"Merchantable wood volume"
"909","royal palm spp.","Hardwood","WMERBCH",1,1365352.44616177,3775823.54600549,2410471.09984372,176.545704855911,"Top and limb weight"
"909","royal palm spp.","Hardwood","WMEROB",1,4489396.16953685,4399681.53663047,-89714.6329063773,-1.99836747567842,"Merch bole wood and bark weight"
"909","royal palm spp.","Hardwood","WSTPOB",1,391086.619544666,744191.446139904,353104.826595238,90.2881379593991,"Stump wood and bark weight"
"91","Norway spruce","Hardwood","BIOMASS",1,26055946761.0477,41889826524.6366,15833879763.5889,60.7687753924172,"Total aboveground biomass"
"91","Norway spruce","Hardwood","CARBON",1,13027973403.4433,20036202088.9609,7008228685.51762,53.7936981331675,"Total aboveground carbon"
"91","Norway spruce","Hardwood","VMERIB",1,804737562.385431,1198951497.00525,394213934.619815,48.9866452177617,"Merchantable wood volume"
"91","Norway spruce","Hardwood","VSAWIB",1,541064871.649713,850625576.987973,309560705.33826,57.2132329334939,"Sawlog wood volume"
"91","Norway spruce","Hardwood","WMERBCH",1,3505395300.72247,8503684788.91191,4998289488.18944,142.588468899906,"Top and limb weight"
"91","Norway spruce","Hardwood","WMEROB",1,20852740841.2252,31179150980.0229,10326410138.7977,49.5206372026774,"Merch bole wood and bark weight"
"91","Norway spruce","Hardwood","WSTPOB",1,1218380058.6961,1503359601.86412,284979543.168026,23.3900367240916,"Stump wood and bark weight"
"91","Norway spruce","Hardwood","BIOMASS",2,434229614.551741,852570506.388242,418340891.836501,96.3409398661944,"Total aboveground biomass"
"91","Norway spruce","Hardwood","CARBON",2,217114809.471239,407790539.57256,190675730.101322,87.8225352594295,"Total aboveground carbon"
"91","Norway spruce","Hardwood","VMERIB",2,8909346.88395831,15998269.4089668,7088922.52500854,79.5672524298326,"Merchantable wood volume"
"91","Norway spruce","Hardwood","WMERBCH",2,26789286.7902643,94887186.3032841,68097899.5130198,254.198254870181,"Top and limb weight"
"91","Norway spruce","Hardwood","WMEROB",2,221842897.438527,431421357.215188,209578459.776661,94.4715662284099,"Merch bole wood and bark weight"
"91","Norway spruce","Hardwood","WSTPOB",2,15488712.0327303,31792189.2623624,16303477.2296321,105.260380560889,"Stump wood and bark weight"
"912","cabbage palmetto","Hardwood","BIOMASS",1,39572851044.8045,57747694182.3019,18174843137.4974,45.927555527702,"Total aboveground biomass"
"912","cabbage palmetto","Hardwood","CARBON",1,19786425562.5381,27418605197.7569,7632179635.2188,38.572806448017,"Total aboveground carbon"
"912","cabbage palmetto","Hardwood","VMERIB",1,798129820.10532,730160353.079394,-67969467.0259258,-8.51609165748959,"Merchantable wood volume"
"912","cabbage palmetto","Hardwood","WMERBCH",1,7515259573.74438,29906402121.1643,22391142547.42,297.942370821716,"Top and limb weight"
"912","cabbage palmetto","Hardwood","WMEROB",1,29899312012.0529,23809951817.7072,-6089360194.34567,-20.3662217775812,"Merch bole wood and bark weight"
"912","cabbage palmetto","Hardwood","WSTPOB",1,2156529484.12779,4030001690.03919,1873472205.9114,86.8744072223582,"Stump wood and bark weight"
"912","cabbage palmetto","Hardwood","BIOMASS",2,348652740.750483,906151143.082119,557498402.331636,159.900765768142,"Total aboveground biomass"
"912","cabbage palmetto","Hardwood","CARBON",2,174326371.226482,430240562.73539,255914191.508908,146.801765968288,"Total aboveground carbon"
"912","cabbage palmetto","Hardwood","VMERIB",2,9957420.34797738,9874436.84343748,-82983.5045399033,-0.833383563613034,"Merchantable wood volume"
"912","cabbage palmetto","Hardwood","WMERBCH",2,32541663.5163351,248736279.065505,216194615.54917,664.362519269015,"Top and limb weight"
"912","cabbage palmetto","Hardwood","WMEROB",2,282309658.131689,566148517.614058,283838859.482369,100.541675180651,"Merch bole wood and bark weight"
"912","cabbage palmetto","Hardwood","WSTPOB",2,33801419.102459,91266346.4025555,57464927.3000966,170.007440000991,"Stump wood and bark weight"
"913","key thatch palm","Hardwood","BIOMASS",1,26908158.1520957,55995190.8314501,29087032.6793544,108.097449535352,"Total aboveground biomass"
"913","key thatch palm","Hardwood","CARBON",1,13454079.1891713,26586516.6067724,13132437.4176011,97.6093364172474,"Total aboveground carbon"
"913","key thatch palm","Hardwood","VMERIB",1,530026.918115785,556807.893069223,26780.9749534375,5.05275751817327,"Merchantable wood volume"
"913","key thatch palm","Hardwood","WMERBCH",1,5480433.76792725,33845424.2795069,28364990.5115797,517.568347921255,"Top and limb weight"
"913","key thatch palm","Hardwood","WMEROB",1,19855717.3687392,16543989.2834662,-3311728.08527295,-16.6789646718427,"Merch bole wood and bark weight"
"913","key thatch palm","Hardwood","WSTPOB",1,1572007.01542928,5605777.26847698,4033770.2530477,256.600015995867,"Stump wood and bark weight"
"915","other palms","Hardwood","BIOMASS",1,482942718.585172,659360585.938438,176417867.353266,36.5297706258207,"Total aboveground biomass"
"915","other palms","Hardwood","CARBON",1,241471359.695211,313064406.20357,71593046.5083587,29.6486699701051,"Total aboveground carbon"
"915","other palms","Hardwood","VMERIB",1,9689018.63639521,9346143.75381058,-342874.882584633,-3.5387988758395,"Merchantable wood volume"
"915","other palms","Hardwood","WMERBCH",1,93186319.6287125,288546081.84435,195359762.215638,209.64425142448,"Top and limb weight"
"915","other palms","Hardwood","WMEROB",1,362967256.679638,325865081.719413,-37102174.9602252,-10.2219068738127,"Merch bole wood and bark weight"
"915","other palms","Hardwood","WSTPOB",1,26789142.2768213,44949422.3746749,18160280.0978536,67.7897034186362,"Stump wood and bark weight"
"915","other palms","Hardwood","BIOMASS",2,1671309.10099883,10311108.5012068,8639799.40020793,516.948025655128,"Total aboveground biomass"
"915","other palms","Hardwood","CARBON",2,835654.568687053,4895714.31637297,4060059.74768591,485.85383241127,"Total aboveground carbon"
"915","other palms","Hardwood","VMERIB",2,77086.8822227523,77932.3660325878,845.48380983551,1.09679336542938,"Merchantable wood volume"
"915","other palms","Hardwood","WMERBCH",2,43402.7231172415,2188432.82943972,2145030.10632248,4942.15558901274,"Top and limb weight"
"915","other palms","Hardwood","WMEROB",2,1397120.82867588,7128153.44938768,5731032.6207118,410.203076432792,"Merch bole wood and bark weight"
"915","other palms","Hardwood","WSTPOB",2,230785.549205705,994522.222379341,763736.673173636,330.929157307374,"Stump wood and bark weight"
"919","western soapberry","Hardwood","BIOMASS",1,3960855942.68289,4696617083.94927,735761141.266378,18.575811691046,"Total aboveground biomass"
"919","western soapberry","Hardwood","CARBON",1,1980427990.01339,2229953791.45911,249525801.445721,12.5995897202015,"Total aboveground carbon"
"919","western soapberry","Hardwood","VMERIB",1,53358375.8360353,55056281.4671161,1697905.63108077,3.18207892290098,"Merchantable wood volume"
"919","western soapberry","Hardwood","WMERBCH",1,636370179.074764,1221944735.33213,585574556.25737,92.0179127671811,"Top and limb weight"
"919","western soapberry","Hardwood","WMEROB",1,1998896279.40125,2117605819.42239,118709540.021141,5.93875436381819,"Merch bole wood and bark weight"
"919","western soapberry","Hardwood","WSTPOB",1,180268639.309819,261172487.261658,80903847.9518397,44.8796020547946,"Stump wood and bark weight"
"919","western soapberry","Hardwood","BIOMASS",2,64744353.9322007,175450778.811633,110706424.879433,170.990083545143,"Total aboveground biomass"
"919","western soapberry","Hardwood","CARBON",2,32372177.2022279,83304029.7797636,50931852.5775357,157.332181457448,"Total aboveground carbon"
"919","western soapberry","Hardwood","VMERIB",2,2357695.89484697,2443026.50768925,85330.6128422767,3.61923745249661,"Merchantable wood volume"
"919","western soapberry","Hardwood","WMERBCH",2,4811417.75547154,17076957.156186,12265539.4007144,254.925679375192,"Top and limb weight"
"919","western soapberry","Hardwood","WMEROB",2,51964909.4226997,139835383.627017,87870474.2043175,169.095790179388,"Merch bole wood and bark weight"
"919","western soapberry","Hardwood","WSTPOB",2,7968026.75402939,18538438.0284303,10570411.2744009,132.660338634726,"Stump wood and bark weight"
"92","Brewer spruce","Hardwood","BIOMASS",1,514448723.642576,654839905.004106,140391181.361531,27.2896354698842,"Total aboveground biomass"
"92","Brewer spruce","Hardwood","CARBON",1,257224362.427152,314585090.363973,57360727.9368212,22.2998814714008,"Total aboveground carbon"
"92","Brewer spruce","Hardwood","VMERIB",1,16100280.986887,15145627.4656521,-954653.521234889,-5.92942149278273,"Merchantable wood volume"
"92","Brewer spruce","Hardwood","WMERBCH",1,65286493.2195745,218981332.147006,153694838.927432,235.415981695507,"Top and limb weight"
"92","Brewer spruce","Hardwood","WMEROB",1,419897654.606565,403094090.872309,-16803563.7342561,-4.00182367058009,"Merch bole wood and bark weight"
"92","Brewer spruce","Hardwood","WSTPOB",1,19787123.5870267,18896260.9705673,-890862.616459399,-4.50223405408702,"Stump wood and bark weight"
"92","Brewer spruce","Hardwood","VSAWIB",1,14871810.3620815,13756684.3888127,-1115125.97326881,-7.49825304464639,"Sawlog wood volume"
"92","Brewer spruce","Hardwood","BIOMASS",2,30843056.6303824,44547719.4438089,13704662.8134265,44.4335429450481,"Total aboveground biomass"
"92","Brewer spruce","Hardwood","CARBON",2,15421528.3178342,21400724.4208059,5979196.10297163,38.7717480378192,"Total aboveground carbon"
"92","Brewer spruce","Hardwood","VMERIB",2,1099596.61693355,1026559.21099481,-73037.4059387335,-6.64219994987011,"Merchantable wood volume"
"92","Brewer spruce","Hardwood","WMERBCH",2,2310001.03145874,16741984.4374478,14431983.4059891,624.760907438878,"Top and limb weight"
"92","Brewer spruce","Hardwood","WMEROB",2,27215078.066041,26523732.9158996,-691345.150141358,-2.54030191816359,"Merch bole wood and bark weight"
"92","Brewer spruce","Hardwood","WSTPOB",2,1317977.53288273,1282002.09046145,-35975.4424212831,-2.72959451308675,"Stump wood and bark weight"
"920","willow spp.","Hardwood","BIOMASS",2,26141554.9064254,27107708.7301376,966153.823712219,3.69585446302104,"Total aboveground biomass"
"920","willow spp.","Hardwood","CARBON",2,13070777.5251897,13022543.2739581,-48234.2512316573,-0.369023580568954,"Total aboveground carbon"
"920","willow spp.","Hardwood","VMERIB",2,302535.378949277,286376.406873521,-16158.9720757563,-5.34118427136599,"Merchantable wood volume"
"920","willow spp.","Hardwood","WMERBCH",2,596236.896109208,1181595.52797841,585358.6318692,98.1755130702252,"Top and limb weight"
"920","willow spp.","Hardwood","WMEROB",2,11019059.2499083,17160503.8914887,6141444.64158037,55.7347456102612,"Merch bole wood and bark weight"
"920","willow spp.","Hardwood","WSTPOB",2,1265641.83925863,1596106.41317054,330464.573911907,26.1104337468396,"Stump wood and bark weight"
"920","willow spp.","Hardwood","BIOMASS",1,983315372.951343,877951735.010929,-105363637.940414,-10.7151419411021,"Total aboveground biomass"
"920","willow spp.","Hardwood","CARBON",1,491657689.882658,421768013.49925,-69889676.3834079,-14.2151089714651,"Total aboveground carbon"
"920","willow spp.","Hardwood","VMERIB",1,25977920.5801892,20974206.3728376,-5003714.20735159,-19.2614115972293,"Merchantable wood volume"
"920","willow spp.","Hardwood","WMERBCH",1,184309686.146246,291104633.450559,106794947.304313,57.9432093544849,"Top and limb weight"
"920","willow spp.","Hardwood","WMEROB",1,713249787.541317,513369929.868768,-199879857.672549,-28.0238229529049,"Merch bole wood and bark weight"
"920","willow spp.","Hardwood","WSTPOB",1,32201391.8351183,28294182.1845608,-3907209.65055751,-12.1336669873268,"Stump wood and bark weight"
"921","peachleaf willow","Hardwood","BIOMASS",1,1623987142.21502,2106930198.59136,482943056.376342,29.7381083767471,"Total aboveground biomass"
"921","peachleaf willow","Hardwood","CARBON",1,811993574.504283,1012169267.40329,200175692.899008,24.6523740069266,"Total aboveground carbon"
"921","peachleaf willow","Hardwood","VMERIB",1,41474482.3296949,35018779.6854948,-6455702.64420016,-15.5654809453233,"Merchantable wood volume"
"921","peachleaf willow","Hardwood","WMERBCH",1,281543329.040498,666439436.916923,384896107.876425,136.709368745533,"Top and limb weight"
"921","peachleaf willow","Hardwood","WMEROB",1,1138723386.89719,1196757978.3052,58034591.408011,5.0964608328757,"Merch bole wood and bark weight"
"921","peachleaf willow","Hardwood","WSTPOB",1,50277245.6735063,72308475.7955785,22031230.1220722,43.8194849915608,"Stump wood and bark weight"
"921","peachleaf willow","Hardwood","BIOMASS",2,53240861.3735678,75310277.0338195,22069415.6602516,41.4520259268538,"Total aboveground biomass"
"921","peachleaf willow","Hardwood","CARBON",2,26620430.9939088,36179057.0870469,9558626.09313807,35.9071049425354,"Total aboveground carbon"
"921","peachleaf willow","Hardwood","VMERIB",2,1795214.48041543,1363565.70028966,-431648.780125765,-24.0444127893775,"Merchantable wood volume"
"921","peachleaf willow","Hardwood","WMERBCH",2,2352273.79250525,4317174.02098484,1964900.22847959,83.5319525618195,"Top and limb weight"
"921","peachleaf willow","Hardwood","WMEROB",2,39859142.3870537,55974599.986051,16115457.5989973,40.4310194196041,"Merch bole wood and bark weight"
"921","peachleaf willow","Hardwood","WSTPOB",2,3649888.57071528,6633037.04914667,2983148.47843139,81.7325904786943,"Stump wood and bark weight"
"922","black willow","Hardwood","BIOMASS",1,80300199787.7576,70122679636.1353,-10177520151.6223,-12.6743397631919,"Total aboveground biomass"
"922","black willow","Hardwood","CARBON",1,40150100014.7288,33686935297.1994,-6463164717.52942,-16.0975058970176,"Total aboveground carbon"
"922","black willow","Hardwood","VMERIB",1,2081779108.66331,1896168821.85832,-185610286.804993,-8.91594531007527,"Merchantable wood volume"
"922","black willow","Hardwood","WMERBCH",1,14853875049.6513,20596562935.7155,5742687886.0642,38.6612104038066,"Top and limb weight"
"922","black willow","Hardwood","WMEROB",1,57157327207.7535,42499443711.5076,-14657883496.2459,-25.6448021842728,"Merch bole wood and bark weight"
"922","black willow","Hardwood","WSTPOB",1,2636432827.37161,2230435685.05943,-405997142.312171,-15.3994874474739,"Stump wood and bark weight"
"922","black willow","Hardwood","BIOMASS",2,2304663882.98887,4119715014.53256,1815051131.54369,78.7555680002149,"Total aboveground biomass"
"922","black willow","Hardwood","CARBON",2,1152331948.37576,1979111092.98144,826779144.605682,71.7483487089851,"Total aboveground carbon"
"922","black willow","Hardwood","VMERIB",2,87216318.41878,88805599.4953045,1589281.0765245,1.82222903389864,"Merchantable wood volume"
"922","black willow","Hardwood","WMERBCH",2,207042223.174022,517812113.191313,310769890.017291,150.099764798257,"Top and limb weight"
"922","black willow","Hardwood","WMEROB",2,1681339839.57605,3147409243.71106,1466069404.13501,87.1964947017896,"Merch bole wood and bark weight"
"922","black willow","Hardwood","WSTPOB",2,136996851.575441,246031432.173623,109034580.598183,79.5891141616055,"Stump wood and bark weight"
"922","black willow","Hardwood","VSAWIB",1,648067090.631293,584080460.75074,-63986629.8805536,-9.87345767214057,"Sawlog wood volume"
"923","Bebb willow","Hardwood","BIOMASS",1,123110239.695447,142140031.471298,19029791.775851,15.457521505057,"Total aboveground biomass"
"923","Bebb willow","Hardwood","CARBON",1,61555120.1702514,68284071.1188117,6728950.94856033,10.9315860808153,"Total aboveground carbon"
"923","Bebb willow","Hardwood","VMERIB",1,2902617.64538417,1816589.62531869,-1086028.02006549,-37.4154695087904,"Merchantable wood volume"
"923","Bebb willow","Hardwood","WMERBCH",1,34230044.5987151,55952137.1137576,21722092.5150424,63.4591417267911,"Top and limb weight"
"923","Bebb willow","Hardwood","WMEROB",1,79694270.0905423,72012661.693214,-7681608.39732829,-9.63884654266995,"Merch bole wood and bark weight"
"923","Bebb willow","Hardwood","WSTPOB",1,5606280.33303426,9800386.42540218,4194106.09236791,74.8108521733153,"Stump wood and bark weight"
"925","coastal plain willow","Hardwood","BIOMASS",1,2121994658.645,2889820028.27756,767825369.63256,36.1841330045033,"Total aboveground biomass"
"925","coastal plain willow","Hardwood","CARBON",1,1060997349.12106,1388269541.58454,327272192.463478,30.8457125491023,"Total aboveground carbon"
"925","coastal plain willow","Hardwood","VMERIB",1,19393141.4765781,23542938.7569079,4149797.28032979,21.3982726075693,"Merchantable wood volume"
"925","coastal plain willow","Hardwood","WMERBCH",1,200374699.269382,479079571.401511,278704872.132129,139.091847996957,"Top and limb weight"
"925","coastal plain willow","Hardwood","WMEROB",1,532458092.338973,857218197.824657,324760105.485684,60.9926133452274,"Merch bole wood and bark weight"
"925","coastal plain willow","Hardwood","WSTPOB",1,33677669.8376393,78003220.5628325,44325550.7251931,131.617035676421,"Stump wood and bark weight"
"925","coastal plain willow","Hardwood","BIOMASS",2,28932362.9526732,47605276.0784682,18672913.1257949,64.5398827477022,"Total aboveground biomass"
"925","coastal plain willow","Hardwood","CARBON",2,14466181.5695101,22869574.6280961,8403393.05858607,58.0899183257706,"Total aboveground carbon"
"925","coastal plain willow","Hardwood","VMERIB",2,426508.839193181,515302.295281786,88793.456088605,20.8186672652726,"Merchantable wood volume"
"925","coastal plain willow","Hardwood","WMERBCH",2,2364931.49942759,5898462.87270339,3533531.3732758,149.413688055281,"Top and limb weight"
"925","coastal plain willow","Hardwood","WMEROB",2,8479811.58560348,23771269.562926,15291457.9773225,180.32780354794,"Merch bole wood and bark weight"
"925","coastal plain willow","Hardwood","WSTPOB",2,873326.582102492,3033131.72900852,2159805.14690603,247.3078446446,"Stump wood and bark weight"
"927","white willow","Hardwood","BIOMASS",1,638170008.509678,790260697.519006,152090689.009328,23.8323153675783,"Total aboveground biomass"
"927","white willow","Hardwood","CARBON",1,319085004.849881,379641239.08813,60556234.2382487,18.9780883832941,"Total aboveground carbon"
"927","white willow","Hardwood","VMERIB",1,17263931.6805379,13451031.608069,-3812900.07246892,-22.0859311947307,"Merchantable wood volume"
"927","white willow","Hardwood","VSAWIB",1,10138116.1823823,7536977.96087543,-2601138.22150685,-25.6570172871666,"Sawlog wood volume"
