"NF_REGION","SPCD","COMMON_NAME","HWSW","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
NA,"922","black willow","Hardwood","CARBON",2,1151059811.36691,1977071468.52357,826011657.156652,71.7609675013969,"Total aboveground carbon"
NA,"922","black willow","Hardwood","VMERIB",2,87087601.7592928,88689983.43036,1602381.67106719,1.8399653207768,"Merchantable wood volume"
NA,"922","black willow","Hardwood","WMERBCH",2,206936853.586749,517487247.054574,310550393.467826,150.070124332707,"Top and limb weight"
NA,"922","black willow","Hardwood","WMEROB",2,1679645120.31902,3144072621.52323,1464427501.20421,87.1867207833798,"Merch bole wood and bark weight"
NA,"922","black willow","Hardwood","WSTPOB",2,136755989.53268,245694025.316698,108938035.784018,79.6586944062045,"Stump wood and bark weight"
NA,"922","black willow","Hardwood","VSAWIB",1,648067090.631293,584080460.75074,-63986629.8805536,-9.87345767214057,"Sawlog wood volume"
NA,"931","sassafras","Hardwood","BIOMASS",1,82739096241.8434,91051872724.4608,8312776482.61746,10.0469752030159,"Total aboveground biomass"
NA,"931","sassafras","Hardwood","CARBON",1,41369548453.0725,40987900888.5348,-381647564.537636,-0.922532584494021,"Total aboveground carbon"
NA,"931","sassafras","Hardwood","VMERIB",1,1682375683.90847,1847005000.34063,164629316.432161,9.78552638431488,"Merchantable wood volume"
NA,"931","sassafras","Hardwood","WMERBCH",1,15347328025.2637,19550343409.1873,4203015383.92357,27.3859747899104,"Top and limb weight"
NA,"931","sassafras","Hardwood","WMEROB",1,51965220120.9936,55899319867.683,3934099746.68936,7.57064001177975,"Merch bole wood and bark weight"
NA,"931","sassafras","Hardwood","WSTPOB",1,3429414525.8163,3505592511.97678,76177986.1604819,2.22131170166282,"Stump wood and bark weight"
NA,"931","sassafras","Hardwood","BIOMASS",2,6708380696.73914,9480392147.21903,2772011450.4799,41.321618074349,"Total aboveground biomass"
NA,"931","sassafras","Hardwood","CARBON",2,3354190399.27448,4267692273.50846,913501874.233986,27.2346457861062,"Total aboveground carbon"
NA,"931","sassafras","Hardwood","VMERIB",2,149461788.570118,179433593.868548,29971805.2984307,20.0531557832722,"Merchantable wood volume"
NA,"931","sassafras","Hardwood","WMERBCH",2,548907527.159952,1027978495.78412,479070968.624167,87.2771723687012,"Top and limb weight"
NA,"931","sassafras","Hardwood","WMEROB",2,3693237034.86175,6228612487.02394,2535375452.16219,68.6491397175406,"Merch bole wood and bark weight"
NA,"931","sassafras","Hardwood","WSTPOB",2,343532580.593684,516189331.590574,172656750.99689,50.2592070593448,"Stump wood and bark weight"
NA,"931","sassafras","Hardwood","VSAWIB",1,472901811.424191,487416937.442373,14515126.0181819,3.06937416341633,"Sawlog wood volume"
NA,"951","American basswood","Hardwood","BIOMASS",1,213913231638.802,274299331361.182,60386099722.3796,28.2292494296674,"Total aboveground biomass"
NA,"951","American basswood","Hardwood","CARBON",1,106956615993.448,132235135993.703,25278520000.2546,23.6343677905844,"Total aboveground carbon"
NA,"951","American basswood","Hardwood","VMERIB",1,6972354081.67293,7511957195.50046,539603113.827524,7.73918116473587,"Merchantable wood volume"
NA,"951","American basswood","Hardwood","WMERBCH",1,41845424628.1785,65395616582.0755,23550191953.897,56.2790129701263,"Top and limb weight"
NA,"951","American basswood","Hardwood","WMEROB",1,161155956986.481,194805474114.332,33649517127.8503,20.8800951308756,"Merch bole wood and bark weight"
NA,"951","American basswood","Hardwood","WSTPOB",1,7086230729.62716,8721574425.59358,1635343695.96641,23.0777652938836,"Stump wood and bark weight"
NA,"951","American basswood","Hardwood","VSAWIB",1,4156067364.92916,4621647740.36902,465580375.43986,11.2024261052322,"Sawlog wood volume"
NA,"951","American basswood","Hardwood","BIOMASS",2,1226009669.28381,2052768238.2901,826758569.006284,67.4349142359736,"Total aboveground biomass"
NA,"951","American basswood","Hardwood","CARBON",2,613004840.046447,989605354.875685,376600514.829238,61.4351617192293,"Total aboveground carbon"
NA,"951","American basswood","Hardwood","VMERIB",2,45521028.9089109,58715791.1673885,13194762.2584776,28.9860808833666,"Merchantable wood volume"
NA,"951","American basswood","Hardwood","WMERBCH",2,106485970.487448,171937715.235534,65451744.7480859,61.4651342786994,"Top and limb weight"
NA,"951","American basswood","Hardwood","WMEROB",2,925965888.923193,1600620540.86736,674654651.944166,72.8595577887564,"Merch bole wood and bark weight"
NA,"951","American basswood","Hardwood","WSTPOB",2,52106364.742812,112572749.282363,60466384.5395508,116.044143240471,"Stump wood and bark weight"
NA,"952","white basswood","Hardwood","BIOMASS",1,2298574896.60102,2378805132.36146,80230235.7604489,3.49043382832938,"Total aboveground biomass"
NA,"952","white basswood","Hardwood","CARBON",1,1149287450.26352,1146782307.55925,-2505142.70426178,-0.217973554282472,"Total aboveground carbon"
NA,"952","white basswood","Hardwood","VMERIB",1,74423907.394319,75251924.9172925,828017.522973463,1.11256926969232,"Merchantable wood volume"
NA,"952","white basswood","Hardwood","VSAWIB",1,53742756.5724873,54378875.2031973,636118.630709931,1.18363603074946,"Sawlog wood volume"
NA,"952","white basswood","Hardwood","WMERBCH",1,415073358.622796,430594562.413911,15521203.7911149,3.73938810301243,"Top and limb weight"
NA,"952","white basswood","Hardwood","WMEROB",1,1720825538.1201,1769052652.38003,48227114.2599313,2.80255686538779,"Merch bole wood and bark weight"
NA,"952","white basswood","Hardwood","WSTPOB",1,70149060.3576871,89794280.3219948,19645219.9643077,28.0049652328021,"Stump wood and bark weight"
NA,"952","white basswood","Hardwood","BIOMASS",2,23015220.8713211,21997015.0598778,-1018205.81144328,-4.42405405160396,"Total aboveground biomass"
NA,"952","white basswood","Hardwood","CARBON",2,11507610.4539059,10604394.3434494,-903216.110456498,-7.84885892752765,"Total aboveground carbon"
NA,"952","white basswood","Hardwood","VMERIB",2,134701.416764398,133502.700533974,-1198.71623042398,-0.889906178582079,"Merchantable wood volume"
NA,"952","white basswood","Hardwood","WMERBCH",2,523936.623813835,985152.433896067,461215.810082231,88.0289311949512,"Top and limb weight"
NA,"952","white basswood","Hardwood","WMEROB",2,20750311.3075523,17707001.1414841,-3043310.16606822,-14.6663349814929,"Merch bole wood and bark weight"
NA,"952","white basswood","Hardwood","WSTPOB",2,1740972.93995488,3304861.48449757,1563888.54454269,89.828423443688,"Stump wood and bark weight"
NA,"953","Carolina basswood","Hardwood","BIOMASS",1,2747572743.34155,2922128107.94395,174555364.602407,6.35307527436436,"Total aboveground biomass"
NA,"953","Carolina basswood","Hardwood","CARBON",1,1373786375.14938,1408709258.70465,34922883.5552683,2.54208981738307,"Total aboveground carbon"
NA,"953","Carolina basswood","Hardwood","VMERIB",1,85551089.1305719,85259331.2016412,-291757.928930655,-0.341033564733888,"Merchantable wood volume"
NA,"953","Carolina basswood","Hardwood","WMERBCH",1,531730562.322415,604759467.812865,73028905.49045,13.7341937186166,"Top and limb weight"
NA,"953","Carolina basswood","Hardwood","WMEROB",1,1978107628.67108,2036395911.68545,58288283.0143764,2.9466689359838,"Merch bole wood and bark weight"
NA,"953","Carolina basswood","Hardwood","WSTPOB",1,89707487.2541609,127378954.255173,37671467.001012,41.9936709343787,"Stump wood and bark weight"
NA,"953","Carolina basswood","Hardwood","BIOMASS",2,110021666.622941,174738195.67473,64716529.051789,58.8216221751861,"Total aboveground biomass"
NA,"953","Carolina basswood","Hardwood","CARBON",2,55010833.4264352,84238371.8315258,29227538.4050906,53.1305137272207,"Total aboveground carbon"
NA,"953","Carolina basswood","Hardwood","VMERIB",2,4077955.62589288,4460311.94427042,382356.318377539,9.37617653193125,"Merchantable wood volume"
NA,"953","Carolina basswood","Hardwood","WMERBCH",2,18014748.4036327,23819267.4983956,5804519.09476294,32.2209279014546,"Top and limb weight"
NA,"953","Carolina basswood","Hardwood","WMEROB",2,88130863.1969989,140499224.961232,52368361.7642334,59.421137913031,"Merch bole wood and bark weight"
NA,"953","Carolina basswood","Hardwood","WSTPOB",2,3876055.022309,10419703.2151017,6543648.19279266,168.822376233827,"Stump wood and bark weight"
NA,"953","Carolina basswood","Hardwood","VSAWIB",1,35281764.9718086,35373771.7427335,92006.7709249631,0.26077712098156,"Sawlog wood volume"
NA,"971","winged elm","Hardwood","BIOMASS",1,176930817514.802,211173617540.099,34242800025.2968,19.3537793507522,"Total aboveground biomass"
NA,"971","winged elm","Hardwood","CARBON",1,88465409995.0665,99673947478.9267,11208537483.8602,12.6699661308135,"Total aboveground carbon"
NA,"971","winged elm","Hardwood","VMERIB",1,2216028297.03219,2271066248.5101,55037951.4779119,2.48363035578659,"Merchantable wood volume"
NA,"971","winged elm","Hardwood","WMERBCH",1,27647234516.6197,40182818195.0686,12535583678.4489,45.3411847427754,"Top and limb weight"
NA,"971","winged elm","Hardwood","WMEROB",1,91679749882.6407,98739948360.0234,7060198477.38261,7.70093557892596,"Merch bole wood and bark weight"
NA,"971","winged elm","Hardwood","WSTPOB",1,8980743368.58411,7752289308.93169,-1228454059.65241,-13.6787569718306,"Stump wood and bark weight"
NA,"971","winged elm","Hardwood","VSAWIB",1,368491696.629954,375177059.696767,6685363.0668124,1.81425066777718,"Sawlog wood volume"
NA,"971","winged elm","Hardwood","BIOMASS",2,3367704971.86985,7432240999.96302,4064536028.09318,120.691570729737,"Total aboveground biomass"
NA,"971","winged elm","Hardwood","CARBON",2,1683852501.76206,3508017751.98255,1824165250.22048,108.332840810676,"Total aboveground carbon"
NA,"971","winged elm","Hardwood","VMERIB",2,69786316.2852158,78923531.9142551,9137215.62903927,13.093133604725,"Merchantable wood volume"
NA,"971","winged elm","Hardwood","WMERBCH",2,347649170.068688,1089752349.29985,742103179.231167,213.46323912827,"Top and limb weight"
NA,"971","winged elm","Hardwood","WMEROB",2,2224454536.94324,5266072989.44635,3041618452.50311,136.73547388758,"Merch bole wood and bark weight"
NA,"971","winged elm","Hardwood","WSTPOB",2,286921608.047077,480279890.025805,193358281.978727,67.3906309443943,"Stump wood and bark weight"
NA,"972","American elm","Hardwood","BIOMASS",1,276036028307.951,346149410647.28,70113382339.3287,25.4000837387461,"Total aboveground biomass"
NA,"972","American elm","Hardwood","CARBON",1,138018014765.747,165078653937.688,27060639171.9403,19.6065993398538,"Total aboveground carbon"
NA,"972","American elm","Hardwood","VMERIB",1,5727537467.44065,5512428322.37145,-215109145.069194,-3.75570035625302,"Merchantable wood volume"
NA,"972","American elm","Hardwood","WMERBCH",1,52593327233.6043,90968611274.5188,38375284040.9145,72.9660701451016,"Top and limb weight"
NA,"972","American elm","Hardwood","WMEROB",1,186454360229.009,209190337884.865,22735977655.8558,12.1938567850764,"Merch bole wood and bark weight"
NA,"972","American elm","Hardwood","WSTPOB",1,12617111964.6838,17039338841.0888,4422226876.40502,35.0494383245797,"Stump wood and bark weight"
NA,"972","American elm","Hardwood","BIOMASS",2,12008488469.704,24182916503.9577,12174428034.2537,101.381852220355,"Total aboveground biomass"
NA,"972","American elm","Hardwood","CARBON",2,6004244270.9298,11532832880.7374,5528588609.80762,92.0780094936325,"Total aboveground carbon"
NA,"972","American elm","Hardwood","VMERIB",2,358058175.792434,376117428.630874,18059252.8384396,5.04366442645022,"Merchantable wood volume"
NA,"972","American elm","Hardwood","WMERBCH",2,1364855954.69022,4501034297.9906,3136178343.30038,229.780903436964,"Top and limb weight"
NA,"972","American elm","Hardwood","WMEROB",2,8628954427.55993,16867005836.1153,8238051408.55536,95.4698680786161,"Merch bole wood and bark weight"
NA,"972","American elm","Hardwood","WSTPOB",2,788452123.665816,1638760883.03158,850308759.365767,107.84532552368,"Stump wood and bark weight"
NA,"972","American elm","Hardwood","VSAWIB",1,1527677328.81598,1477875344.69006,-49801984.1259234,-3.25998057224049,"Sawlog wood volume"
NA,"975","slippery elm","Hardwood","BIOMASS",1,79045681521.1626,94860033403.2623,15814351882.0998,20.0065981819207,"Total aboveground biomass"
NA,"975","slippery elm","Hardwood","CARBON",1,39522840964.7161,45172347906.6335,5649506941.91743,14.2942835181333,"Total aboveground carbon"
NA,"975","slippery elm","Hardwood","VMERIB",1,1612242876.58439,1889589048.74854,277346172.164149,17.2025056641416,"Merchantable wood volume"
NA,"975","slippery elm","Hardwood","WMERBCH",1,14724016733.478,19458131147.7091,4734114414.23113,32.1523297611253,"Top and limb weight"
NA,"975","slippery elm","Hardwood","WMEROB",1,52374419234.0615,61871374251.2165,9496955017.15501,18.1328120789523,"Merch bole wood and bark weight"
NA,"975","slippery elm","Hardwood","WSTPOB",1,3502214823.05111,3970525806.52849,468310983.477382,13.3718520176153,"Stump wood and bark weight"
NA,"975","slippery elm","Hardwood","VSAWIB",1,546563902.959297,658284943.247416,111721040.288119,20.4406181387429,"Sawlog wood volume"
NA,"975","slippery elm","Hardwood","BIOMASS",2,3890656714.72849,7903811514.90168,4013154800.1732,103.148519502658,"Total aboveground biomass"
NA,"975","slippery elm","Hardwood","CARBON",2,1945328371.02839,3763795043.39618,1818466672.36779,93.4786486153221,"Total aboveground carbon"
NA,"975","slippery elm","Hardwood","VMERIB",2,113929261.505858,156778793.233572,42849531.7277141,37.6106464321379,"Merchantable wood volume"
NA,"975","slippery elm","Hardwood","WMERBCH",2,442075371.243181,1313866314.25863,871790943.015451,197.20414203665,"Top and limb weight"
NA,"975","slippery elm","Hardwood","WMEROB",2,2771478210.60789,5732303293.64585,2960825083.03796,106.831981276466,"Merch bole wood and bark weight"
NA,"975","slippery elm","Hardwood","WSTPOB",2,249111509.963838,398268832.96271,149157322.998873,59.8757251403299,"Stump wood and bark weight"
NA,"976","September elm","Hardwood","BIOMASS",1,165031490.09147,188680196.356034,23648706.2645642,14.329814419937,"Total aboveground biomass"
NA,"976","September elm","Hardwood","CARBON",1,82515745.3661536,89453281.0923957,6937535.72624204,8.40752961202442,"Total aboveground carbon"
NA,"976","September elm","Hardwood","VMERIB",1,1942614.36780129,1993263.85920716,50649.4914058784,2.60728491693414,"Merchantable wood volume"
NA,"976","September elm","Hardwood","WMERBCH",1,23741389.063837,28412960.5362929,4671571.47245585,19.6769087937302,"Top and limb weight"
NA,"976","September elm","Hardwood","WMEROB",1,72755725.7873098,78407857.6146322,5652131.8273225,7.76864194007994,"Merch bole wood and bark weight"
NA,"976","September elm","Hardwood","WSTPOB",1,6814034.94084392,6891221.34644085,77186.4055969305,1.13275623425804,"Stump wood and bark weight"
NA,"993","chinaberry","Hardwood","BIOMASS",1,7641946347.65165,8828003615.95057,1186057268.29892,15.5203558667144,"Total aboveground biomass"
NA,"993","chinaberry","Hardwood","CARBON",1,3820973196.14232,4191536116.85333,370562920.71101,9.69812929033716,"Total aboveground carbon"
NA,"993","chinaberry","Hardwood","VMERIB",1,116829398.822355,122391250.723084,5561851.90072864,4.76066123492231,"Merchantable wood volume"
NA,"993","chinaberry","Hardwood","WMERBCH",1,1401103168.53096,1997042943.78829,595939775.257336,42.5336112744768,"Top and limb weight"
NA,"993","chinaberry","Hardwood","WMEROB",1,4376629665.56262,4703295067.22952,326665401.666901,7.46385750289219,"Merch bole wood and bark weight"
NA,"993","chinaberry","Hardwood","WSTPOB",1,397054924.897187,451232077.171161,54177152.2739747,13.644750103025,"Stump wood and bark weight"
NA,"993","chinaberry","Hardwood","BIOMASS",2,196766261.421259,308862451.264793,112096189.843533,56.9692126250979,"Total aboveground biomass"
NA,"993","chinaberry","Hardwood","CARBON",2,98383131.9659334,146647891.860524,48264759.8945902,49.057962406912,"Total aboveground carbon"
NA,"993","chinaberry","Hardwood","VMERIB",2,2890456.01605752,3034861.13146705,144405.115409537,4.9959284835097,"Merchantable wood volume"
NA,"993","chinaberry","Hardwood","WMERBCH",2,15483585.4770555,53704140.2894009,38220554.8123455,246.845634488104,"Top and limb weight"
NA,"993","chinaberry","Hardwood","WMEROB",2,81478771.2452412,169761229.939657,88282458.6944159,108.350257797453,"Merch bole wood and bark weight"
NA,"993","chinaberry","Hardwood","WSTPOB",2,9238752.25238494,21301999.1157159,12063246.863331,130.572251899242,"Stump wood and bark weight"
NA,"994","Chinese tallowtree","Hardwood","BIOMASS",1,44624310695.755,51456707430.6075,6832396734.85252,15.310929464962,"Total aboveground biomass"
NA,"994","Chinese tallowtree","Hardwood","CARBON",1,22312155557.8128,24431644688.0524,2119489130.23962,9.49925758964807,"Total aboveground carbon"
NA,"994","Chinese tallowtree","Hardwood","VMERIB",1,558912175.771372,582021880.089629,23109704.3182572,4.13476487363382,"Merchantable wood volume"
NA,"994","Chinese tallowtree","Hardwood","WMERBCH",1,7037244430.53347,9574519094.90145,2537274664.36798,36.054945787575,"Top and limb weight"
NA,"994","Chinese tallowtree","Hardwood","WMEROB",1,20937808749.7184,22422781773.0674,1484973023.349,7.09230388480349,"Merch bole wood and bark weight"
NA,"994","Chinese tallowtree","Hardwood","WSTPOB",1,1989219152.13905,2153810570.02874,164591417.889688,8.27417219026366,"Stump wood and bark weight"
NA,"994","Chinese tallowtree","Hardwood","BIOMASS",2,775255766.24522,1460639582.29563,685383816.050409,88.4074451158117,"Total aboveground biomass"
NA,"994","Chinese tallowtree","Hardwood","CARBON",2,387627887.666108,693511673.673965,305883786.007857,78.9117077848994,"Total aboveground carbon"
NA,"994","Chinese tallowtree","Hardwood","VMERIB",2,14174918.112152,14875236.2537162,700318.14156417,4.94054453100365,"Merchantable wood volume"
NA,"994","Chinese tallowtree","Hardwood","WMERBCH",2,84884309.8096663,190705712.947521,105821403.137854,124.665445681463,"Top and limb weight"
NA,"994","Chinese tallowtree","Hardwood","WMEROB",2,404176493.984845,921700062.17014,517523568.185295,128.043955026415,"Merch bole wood and bark weight"
NA,"994","Chinese tallowtree","Hardwood","WSTPOB",2,49794264.5767331,104090421.037508,54296156.4607744,109.040984784711,"Stump wood and bark weight"
NA,"996","smoketree","Hardwood","BIOMASS",1,45036507.615139,46985904.1767229,1949396.56158388,4.32848074775804,"Total aboveground biomass"
NA,"996","smoketree","Hardwood","CARBON",1,22518254.3354446,22308907.303108,-209347.032336563,-0.92967700434506,"Total aboveground carbon"
NA,"996","smoketree","Hardwood","VMERIB",1,449004.134770308,356794.864190887,-92209.2705794211,-20.536396758705,"Merchantable wood volume"
NA,"996","smoketree","Hardwood","WMERBCH",1,6846067.28529007,9471071.72511023,2625004.43982015,38.3432462818532,"Top and limb weight"
NA,"996","smoketree","Hardwood","WMEROB",1,16820465.0010747,16302841.6678371,-517623.333237601,-3.07734258954512,"Merch bole wood and bark weight"
NA,"996","smoketree","Hardwood","WSTPOB",1,1911519.54148967,2314007.53845048,402487.996960813,21.0559185101059,"Stump wood and bark weight"
NA,"996","smoketree","Hardwood","BIOMASS",2,2476556.66293916,8283371.66319036,5806815.00025119,234.471316047326,"Total aboveground biomass"
NA,"996","smoketree","Hardwood","CARBON",2,1238278.36792891,3932944.86568278,2694666.49775387,217.613952366853,"Total aboveground carbon"
NA,"996","smoketree","Hardwood","VMERIB",2,67401.7846422229,70029.9084770526,2628.12383482965,3.89919027927829,"Merchantable wood volume"
NA,"996","smoketree","Hardwood","WMERBCH",2,54720.0621003101,1678528.43017289,1623808.36807258,2967.48268504502,"Top and limb weight"
NA,"996","smoketree","Hardwood","WMEROB",2,1185460.06559328,4750985.59961361,3565525.53402033,300.771458904936,"Merch bole wood and bark weight"
NA,"996","smoketree","Hardwood","WSTPOB",2,290975.333538107,798832.850562634,507857.517024528,174.536277989357,"Stump wood and bark weight"
NA,"998","unknown dead hardwood","Hardwood","BIOMASS",2,435712067.685925,642438685.462267,206726617.776342,47.4456947851528,"Total aboveground biomass"
NA,"998","unknown dead hardwood","Hardwood","CARBON",2,217856037.036415,305029887.857485,87173850.8210695,40.0144297155732,"Total aboveground carbon"
NA,"998","unknown dead hardwood","Hardwood","VMERIB",2,5706782.14254861,7617676.77652545,1910894.63397684,33.4846255953876,"Merchantable wood volume"
NA,"998","unknown dead hardwood","Hardwood","WMERBCH",2,5979037.38800442,34068223.5717835,28089186.1837791,469.794456213532,"Top and limb weight"
NA,"998","unknown dead hardwood","Hardwood","WMEROB",2,207812056.548729,409455254.28166,201643197.732931,97.0315202504376,"Merch bole wood and bark weight"
NA,"998","unknown dead hardwood","Hardwood","WSTPOB",2,27651772.1849512,56936618.1942925,29284846.0093413,105.90585591935,"Stump wood and bark weight"
NA,"999","other or unknown live tree","Hardwood","BIOMASS",1,2334969609.93792,2607789608.44436,272819998.506439,11.684092047506,"Total aboveground biomass"
NA,"999","other or unknown live tree","Hardwood","CARBON",1,1167484819.48006,1238178506.08938,70693686.6093183,6.05521249011199,"Total aboveground carbon"
NA,"999","other or unknown live tree","Hardwood","VMERIB",1,30344650.63285,29738128.3565997,-606522.276250292,-1.9987782478988,"Merchantable wood volume"
NA,"999","other or unknown live tree","Hardwood","WMERBCH",1,355247069.92599,604254161.874528,249007091.948538,70.0940593262076,"Top and limb weight"
NA,"999","other or unknown live tree","Hardwood","WMEROB",1,1136762659.80442,1037419341.68547,-99343318.1189554,-8.73914332619326,"Merch bole wood and bark weight"
NA,"999","other or unknown live tree","Hardwood","WSTPOB",1,100867887.307629,102524570.09117,1656682.78354096,1.64242835629974,"Stump wood and bark weight"
NA,"108","lodgepole pine","Softwood","BIOMASS",1,220552515186.624,261782704737.095,41230189550.4709,18.6940464113879,"Total aboveground biomass"
NA,"108","lodgepole pine","Softwood","CARBON",1,110276258296.667,131729057023.706,21452798727.039,19.4536875465309,"Total aboveground carbon"
NA,"108","lodgepole pine","Softwood","VMERIB",1,6165285164.47934,5853838357.03181,-311446807.447524,-5.05162047072686,"Merchantable wood volume"
NA,"108","lodgepole pine","Softwood","WMERBCH",1,28606221582.8112,68984681625.5918,40378460042.7805,141.152720662148,"Top and limb weight"
NA,"108","lodgepole pine","Softwood","WMEROB",1,159226017332.916,160441300998.333,1215283665.41776,0.763244403002806,"Merch bole wood and bark weight"
NA,"108","lodgepole pine","Softwood","WSTPOB",1,8500956504.79845,7615370214.96233,-885586289.836119,-10.4174899534687,"Stump wood and bark weight"
NA,"108","lodgepole pine","Softwood","VSAWIB",1,4066840165.9977,3625547722.20035,-441292443.797344,-10.8509905918342,"Sawlog wood volume"
NA,"108","lodgepole pine","Softwood","BIOMASS",2,75062528275.1684,96037562513.6786,20975034238.5102,27.9434156036135,"Total aboveground biomass"
NA,"108","lodgepole pine","Softwood","CARBON",2,37531264204.8155,48326101456.8831,10794837252.0676,28.7622532328195,"Total aboveground carbon"
NA,"108","lodgepole pine","Softwood","VMERIB",2,2482611447.41067,2331226702.32534,-151384745.085328,-6.09780258780409,"Merchantable wood volume"
NA,"108","lodgepole pine","Softwood","WMERBCH",2,7027757385.44321,23977599004.8851,16949841619.4419,241.184216953058,"Top and limb weight"
NA,"108","lodgepole pine","Softwood","WMEROB",2,63687090970.2903,67836389478.9157,4149298508.62541,6.5151327300552,"Merch bole wood and bark weight"
NA,"108","lodgepole pine","Softwood","WSTPOB",2,3396662980.20642,3150416498.82124,-246246481.385177,-7.24965893938091,"Stump wood and bark weight"
NA,"19","subalpine fir","Softwood","BIOMASS",1,76562601223.1721,99852507724.8975,23289906501.7254,30.4194294990549,"Total aboveground biomass"
NA,"19","subalpine fir","Softwood","CARBON",1,38281300893.9953,48143886599.5593,9862585705.56402,25.763454938155,"Total aboveground carbon"
NA,"19","subalpine fir","Softwood","VMERIB",1,2439189150.18983,2168584053.78607,-270605096.403752,-11.094059531328,"Merchantable wood volume"
NA,"19","subalpine fir","Softwood","VSAWIB",1,1632258419.21516,1441118816.64856,-191139602.566601,-11.7101312094017,"Sawlog wood volume"
NA,"19","subalpine fir","Softwood","WMERBCH",1,10095588235.9793,34823547963.4666,24727959727.4873,244.938275506922,"Top and limb weight"
NA,"19","subalpine fir","Softwood","WMEROB",1,55451786390.8737,51589613008.4295,-3862173382.44424,-6.96492148191619,"Merch bole wood and bark weight"
NA,"19","subalpine fir","Softwood","WSTPOB",1,2741269755.74924,2990624670.67707,249354914.92783,9.09632896962659,"Stump wood and bark weight"
NA,"231","Pacific yew","Softwood","BIOMASS",1,892103233.3598,1777902914.91754,885799681.557739,99.2934055649231,"Total aboveground biomass"
NA,"231","Pacific yew","Softwood","CARBON",1,446051626.527755,839170175.841078,393118549.313323,88.1329706997181,"Total aboveground carbon"
NA,"231","Pacific yew","Softwood","VMERIB",1,12995657.1073489,11685473.5518711,-1310183.55547781,-10.0817030232116,"Merchantable wood volume"
NA,"231","Pacific yew","Softwood","WMERBCH",1,76905361.1994229,590405563.193288,513500201.993865,667.70403777483,"Top and limb weight"
NA,"231","Pacific yew","Softwood","WMEROB",1,524044036.521104,573446338.949981,49402302.4288769,9.427128062908,"Merch bole wood and bark weight"
NA,"231","Pacific yew","Softwood","WSTPOB",1,50736902.8411597,57857924.7775909,7121021.93643118,14.0351924096051,"Stump wood and bark weight"
NA,"242","western redcedar","Softwood","BIOMASS",1,159454514011.023,175855214401.928,16400700390.9051,10.2855039837702,"Total aboveground biomass"
NA,"242","western redcedar","Softwood","CARBON",1,79727257175.3127,88595857015.6913,8868599840.37859,11.1236735773782,"Total aboveground carbon"
NA,"242","western redcedar","Softwood","VMERIB",1,5807884319.54427,5788758473.37964,-19125846.1646299,-0.329308318009521,"Merchantable wood volume"
NA,"242","western redcedar","Softwood","VSAWIB",1,5198539329.27153,5012455883.70303,-186083445.568503,-3.57953328391148,"Sawlog wood volume"
NA,"242","western redcedar","Softwood","WMERBCH",1,19813851337.7402,22293213060.9417,2479361723.20148,12.5132750869032,"Top and limb weight"
NA,"242","western redcedar","Softwood","WMEROB",1,126781346484.845,139720975984.572,12939629499.7266,10.206256565727,"Merch bole wood and bark weight"
NA,"242","western redcedar","Softwood","WSTPOB",1,6177547779.2701,8511346348.00521,2333798568.73511,37.7787214623673,"Stump wood and bark weight"
NA,"242","western redcedar","Softwood","BIOMASS",2,13151222568.9152,20255378433.321,7104155864.4058,54.0189767694866,"Total aboveground biomass"
NA,"242","western redcedar","Softwood","CARBON",2,6575611292.23187,10204659654.7071,3629048362.47526,55.1895208094562,"Total aboveground carbon"
NA,"242","western redcedar","Softwood","VMERIB",2,549171735.02618,568642678.49281,19470943.4666294,3.5455108529395,"Merchantable wood volume"
NA,"242","western redcedar","Softwood","WMERBCH",2,424312347.262083,679684749.306772,255372402.044689,60.1850037342784,"Top and limb weight"
NA,"242","western redcedar","Softwood","WMEROB",2,11924953094.4266,17118469692.6293,5193516598.20273,43.551673177063,"Merch bole wood and bark weight"
NA,"242","western redcedar","Softwood","WSTPOB",2,584288679.245329,2264816067.32029,1680527388.07496,287.619364839576,"Stump wood and bark weight"
NA,"263","western hemlock","Softwood","BIOMASS",1,711312375401.953,649055523403.648,-62256851998.3048,-8.75239264087375,"Total aboveground biomass"
NA,"263","western hemlock","Softwood","CARBON",1,355656188316.611,329071150365.649,-26585037950.9613,-7.47492629800522,"Total aboveground carbon"
NA,"263","western hemlock","Softwood","VMERIB",1,18404709597.1728,17958825593.9966,-445884003.176216,-2.42266253005541,"Merchantable wood volume"
NA,"263","western hemlock","Softwood","WMERBCH",1,92014316354.2692,103272537704.13,11258221349.8603,12.2352931542896,"Top and limb weight"
NA,"263","western hemlock","Softwood","WMEROB",1,573597498707.688,510110452924.762,-63487045782.9261,-11.0682222160944,"Merch bole wood and bark weight"
NA,"263","western hemlock","Softwood","WSTPOB",1,29049014398.5046,16256595291.6402,-12792419106.8643,-44.0373602056629,"Stump wood and bark weight"
NA,"263","western hemlock","Softwood","VSAWIB",1,16774294085.8203,15677758320.2084,-1096535765.61185,-6.53700096112405,"Sawlog wood volume"
NA,"263","western hemlock","Softwood","BIOMASS",2,34820492269.1423,50106999189.9042,15286506920.7618,43.9008926197997,"Total aboveground biomass"
NA,"263","western hemlock","Softwood","CARBON",2,17410246174.799,25404248589.2814,7994002414.48241,45.9155047793269,"Total aboveground carbon"
